t,R,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,C,Sr
1999.0,0.22247191007854042,795524.389344366,447562.05913567176,7.364009491757237e-20,3.0006107321045698e-33,-5.89818270775788e-41,1.3419502176708723e-43,2.0964015641357125e-46,-1.9482723083820346e-48,5.0321920477454986e-51,-1.406774953834306e-51,2247191.034079471,266594.8179686434
1999.0,0.22247191109176648,795178.2812043987,482170.9132815567,7.986443206636639e-20,1.8618710669993155e-32,-2.2808967748017651e-41,-2.2600374049855548e-45,-1.0257792379596935e-48,-7.284008557762145e-49,-1.6953299899187892e-49,8.793298449141517e-51,2247191.1345708636,273447.36797375797
1999.0,0.22247190934127595,794823.2995615887,517669.3448452627,8.025074638304859e-20,-4.965732890425717e-34,-1.7623740929984867e-40,-3.1557958622565386e-44,-2.328176283669694e-47,4.102960879455999e-46,-8.325678260261075e-47,-3.6449625218428514e-47,2247190.8700856287,280476.0558420553
1999.0,0.2224719090995497,794459.2121724981,554080.1974323087,8.301208469538756e-20,1.5582808710224686e-34,2.6669974385123625e-46,-1.5419308504857533e-52,-2.52424768417091e-58,1.3347701948189886e-58,-1.021036134694648e-57,-4.650171473788991e-58,2247190.887262214,287685.40901905915
1999.0,0.22247191172876268,794085.7519173791,591426.9511242217,8.444449887434805e-20,1.64453882998204e-36,2.368654883847867e-44,-1.7375950195203464e-48,-5.925266043921939e-50,-2.70133266649879e-50,4.1916993720497604e-51,-5.1860920415525954e-51,2247191.3394222814,295080.07132369856
1999.0,0.22247191231782923,793702.6322769338,629733.7453702509,8.07202763708719e-20,-2.270990858671833e-36,-1.4297159127465649e-46,1.4796885100457096e-52,-2.667183307654324e-54,9.80230752244082e-57,1.4653830116436944e-54,2.046894578014005e-53,2247191.3012665818,302664.80593956955
1999.0,0.2224719070433968,793309.7168039406,669025.1601246506,7.908988885047194e-20,-3.8680506056460485e-40,-5.327347372540581e-45,5.401070117435572e-50,-5.239120122045288e-55,2.463637506696649e-56,2.1854504517690437e-56,1.6961143628458157e-57,2247190.387170244,310444.49848308007
1999.0,0.2224719040487704,792906.8043041674,709326.3917274834,8.130381544725489e-20,-1.1664211094047138e-38,6.959921910737649e-48,-9.558278031076638e-57,1.5946727779039324e-62,-5.587808598641656e-65,2.305470027097167e-65,-4.8420672950592106e-67,2247190.1180169084,318424.1601504656
1999.0,0.2224719170180065,792493.4362930667,750663.548338264,7.972441421963941e-20,-4.5795381731316575e-38,-9.085548252359967e-48,7.298683522419536e-54,1.5049811450806059e-55,5.9453132748754656e-58,4.734275019426175e-60,6.444685118649392e-61,2247191.7524277642,326608.93094568915
1999.0,0.22247191976707006,792069.298762726,793063.4128124589,7.975176000527378e-20,-1.4380455535168414e-38,6.383710268968506e-50,6.890861833205817e-56,5.553207515896133e-58,-6.503893542768437e-60,1.6425224077099304e-59,-4.085017275571174e-59,2247192.5845345734,335004.0829913136
1999.0,0.22247191174965095,791634.2866769243,836553.2002166276,7.958760581042399e-20,-1.3321813480476905e-38,-7.965727158482886e-50,5.980620099599253e-59,-4.587323946040715e-62,4.85352692129442e-66,-1.8075914735616086e-66,1.6199403101508545e-68,2247190.818220939,343615.02392447734
1999.0,0.22247189431170927,791188.370323128,881160.6189268368,7.92768856473638e-20,5.529364709420848e-39,-2.9429808259341984e-51,1.0940780153529375e-59,4.394694157903591e-63,-1.225700223828031e-65,2.629031735096978e-68,1.4448689525237016e-67,2247187.8162707817,352447.30038015876
1999.0,0.2224718940167843,790731.1499877251,926914.3152184909,7.91081101833782e-20,4.795175922363181e-39,-5.018232807496698e-51,1.0095086107318587e-61,2.7128413523401635e-66,1.2122736892629909e-70,5.565636017155584e-72,-1.3756364276462082e-74,2247188.565341443,361506.6015639753
1999.0,0.22247191593221405,790261.916722961,973844.1519921384,7.92170752509298e-20,5.457464550778567e-39,-7.764456429224618e-52,-8.21277110059104e-61,-1.2563922034773732e-67,1.0226026699161295e-73,4.6692677738568484e-76,-9.8550159137003e-75,2247193.6467245705,370798.7629168173
1999.0,0.22247194364407882,789780.0941183944,1021980.8391315936,7.911531015513271e-20,3.567562352054333e-39,-1.3269438853436817e-53,8.441968042464977e-61,-4.8179478410137825e-67,9.15565645988697e-72,9.324231009871165e-72,9.500911730879786e-75,2247197.9029599447,380329.7698736778
1999.0,0.22247193799144838,789285.7088706555,1071355.297787527,7.901786273586858e-20,3.643545264661812e-39,-1.6166238814378623e-55,1.7995558299673894e-67,3.738629655886727e-72,-2.2627588740358369e-72,2.329290645678999e-71,1.3141770419989027e-73,2247195.0484330244,390105.7617190993
1999.0,0.22247189234379952,788779.2220084623,1121998.5636589539,7.894425565204906e-20,4.023016154790062e-39,-1.2048642373856596e-52,-1.241742235724292e-65,6.426689154948853e-70,-1.8359894361106528e-76,1.2655801077477116e-79,-1.543563848997245e-79,2247184.8010299713,400133.0355417205
1999.0,0.22247184554038563,788260.6589844999,1173942.538106107,7.887401129326265e-20,3.9923896258373844e-39,1.0720251296662256e-54,5.428410477107596e-66,-4.2627581243919923e-73,8.453277482361737e-75,2.3500554880391686e-75,-1.4716567990574796e-74,2247176.359043881,410418.05029047094
1999.0,0.22247184319974692,787729.1953100503,1227220.794316292,7.868944844709034e-20,3.856778874295709e-39,5.510683249074137e-56,-2.3066816218728156e-65,1.2209073404167772e-68,3.2700626250592854e-75,-2.0670070491539333e-76,-3.495994313862816e-81,2247179.1262194463,420967.430935026
1999.0,0.22247190979779552,787183.3213219488,1281868.679315507,7.87421953795523e-20,3.839615775173565e-39,3.2872636490561746e-57,-1.2037999794130007e-66,2.3567318857180624e-71,6.5544539979158585e-74,-1.8146747393669736e-73,6.001913169633027e-75,2247196.5757132443,431787.97273320216
1999.0,0.22247200562796257,786621.7344692406,1337922.794246793,7.868732415249879e-20,3.888560862554697e-39,-9.786377428713813e-57,5.4948947966172875e-70,6.3195445254921365e-78,7.35943239554869e-83,2.877080134978491e-82,4.1753479060364905e-81,2247217.4831037465,442886.6456080415
1999.0,0.2224720604032923,786044.2762800808,1395419.713516302,7.863343320873608e-20,3.8648966658134046e-39,3.062340318839227e-57,3.147263765055142e-70,3.648619342340423e-78,2.791795886362908e-82,1.1229697946423692e-84,-7.966133748334348e-85,2247225.0847659362,454270.59863740427
1999.0,0.22247201773389108,785452.0155328261,1454395.493052613,7.857972480518386e-20,3.850556420476121e-39,1.7718644990391297e-58,1.3060545906044963e-70,-7.95750219257213e-77,1.9599430153307728e-79,-1.8952310414940376e-82,-6.885016128274785e-87,2247207.867735257,465947.1646589634
1999.0,0.22247187773683702,784846.4843835157,1514886.0709104938,7.853177144038395e-20,3.8366605268993086e-39,1.8300741353197656e-58,-1.4034637087402906e-71,1.2407153863471104e-78,-1.819572420358952e-86,-3.9065860116064317e-88,5.201141847857536e-90,2247169.241846118,477923.8649935595
1999.0,0.22247170521774712,784228.5305144652,1576928.4034319625,7.849239505212354e-20,3.83944357240827e-39,2.4339504582868263e-58,-2.3548808277888405e-71,8.74557537411768e-77,-7.876431929686791e-80,-4.6383535540541965e-81,-1.2488260435291325e-82,2247128.4375881874,490208.4142899808
1999.0,0.22247159830099775,783597.2645122648,1640561.9221433222,7.845031939390172e-20,3.831721732351018e-39,2.044629406250664e-58,-7.516469682184992e-72,7.121902634776984e-78,-1.5745793889365312e-85,2.3049450611902646e-85,-5.575364455204829e-85,2247111.020391534,502808.7254942475
1999.0,0.2224716373156514,782950.1745364409,1705828.9710862627,7.841151204420072e-20,3.828030002292407e-39,2.3185682203182752e-58,9.087877650963786e-74,-4.216081021569949e-86,1.5995870588304985e-91,4.441367861296648e-95,-6.941044178069892e-99,2247135.7277633543,515732.9149466576
1999.0,0.2224718394173554,782283.8349421367,1772774.6019119765,7.837339883026061e-20,3.820229412303556e-39,1.989042549893094e-58,-1.462739259410633e-73,-8.429083130992947e-82,-2.120445283617314e-85,-9.11625575196047e-88,-3.220188167013279e-88,2247202.529871425,528989.3076098156
1999.0,0.22247214566856646,781595.3535888033,1841445.2438306473,7.83387527034018e-20,3.81601359269001e-39,1.9399762539244174e-58,3.063516472688058e-73,4.705335429030109e-81,-1.3635541269965618e-85,-6.421036597477094e-88,-1.2218905945928227e-88,2247290.3683941476,542586.4424310692
1999.0,0.2224724396905388,780883.5552325292,1911887.2967836147,7.830508461354198e-20,3.812378377415935e-39,1.9107500298771517e-58,-1.9902201275066921e-75,7.584624712429555e-88,-5.475336110077643e-94,1.2999842939002295e-99,3.832829868903678e-100,2247363.429939571,556533.0778427651
1999.0,0.22247259389959553,780149.5696503946,1984146.012227041,7.827305794774676e-20,3.807075343613707e-39,1.8859173072406886e-58,8.643849013312394e-77,2.6139218147281116e-88,-2.2214801776901866e-96,-2.3729421430895333e-101,4.530437695608553e-100,2247385.128550049,570838.1974038904
1999.0,0.22247251752619718,779396.4465559518,2058265.3461747759,7.824215597265943e-20,3.801182489058993e-39,1.8675068979125745e-58,1.0508395214017737e-77,-1.285072204053111e-93,-3.2142586152901603e-105,1.1478550523415625e-112,-2.6294100446354054e-115,2247332.130074911,585511.0155867244
1999.0,0.22247219275495556,778628.26634588,2134288.4422073094,7.821418881931131e-20,3.80184751308426e-39,1.879440167620476e-58,2.3322235257260428e-77,-6.874014999204419e-94,2.624836507747682e-99,-9.740857213127229e-106,1.0983045042431639e-106,2247205.2502045427,600560.9837122315
1999.0,0.22247168172286036,777848.2824726874,2212259.4913896653,7.818713413428144e-20,3.801657058253072e-39,1.877890453422857e-58,-3.931006929675536e-77,-1.5763353891767742e-89,2.893332909422443e-96,-5.1667962205416817e-104,-3.4505820330179815e-106,2247030.1582004153,615997.7960380169
1999.0,0.22247111037622422,777058.0395669908,2292224.8712926414,7.816114542422936e-20,3.8007461007322013e-39,1.8771745251148888e-58,6.28916709923136e-77,-1.1516797453753162e-86,3.349118117886344e-92,2.361077171675066e-97,-5.0240417491575815e-99,2246851.7288621604,631831.396002767
1999.0,0.2224706285846238,776256.6196545796,2374234.4353404515,7.813588259377513e-20,3.798921151173427e-39,1.8726983955069294e-58,1.1985095153700533e-77,2.4237790810629914e-91,-1.4351991603836298e-99,2.2635713782496338e-101,-6.43084347808146e-101,2246721.454028863,648071.9826311971
1999.0,0.22247037844760617,775440.5224215093,2458342.1151149366,7.811179611260765e-20,3.79684160930189e-39,1.864403176577577e-58,1.0654769954813426e-77,-6.101121258421218e-94,4.732958910347718e-100,-1.326791458874735e-106,8.679864395292042e-110,2246686.1995437895,664730.0171036314
1999.0,0.22247045641899854,774604.2376879306,2544605.894058313,7.808894023972653e-20,3.795462538950776e-39,1.860689430233011e-58,9.418397701278488e-78,-1.151003262064714e-90,2.3705804767435477e-98,7.227979145257902e-107,-8.177122190676167e-110,2246775.3931456637,681816.2294944479
1999.0,0.22247089245299742,773741.1815353651,2633087.2056851755,7.806736166783864e-20,3.7944442703306086e-39,1.8586288110349434e-58,1.023746954373624e-77,-1.735883377580607e-93,-1.907721153175967e-100,2.7052374869949538e-104,-3.796963862782163e-103,2246993.5299427304,699341.6256837276
1999.0,0.222471643298978,772845.089689432,2723849.651829569,7.804679106843871e-20,3.792968982974795e-39,1.854557811759246e-58,9.576326355153968e-78,1.9509703831980751e-94,-3.949481765640716e-103,-9.646686398566936e-107,-3.010735206307866e-106,2247318.2678308063,717317.4944465612
1999.0,0.22247260273255698,771910.994186454,2816957.9327080823,7.802724416665485e-20,3.791635202774014e-39,1.850709896635455e-58,9.544677264469831e-78,-6.631630517127866e-96,9.789078851039026e-108,-3.4519195461248176e-115,-3.811332366001824e-122,2247703.6681919196,735755.4147245792
1999.0,0.22247362174447377,770936.1698937848,2912476.627623631,7.800861966206681e-20,3.790502290629857e-39,1.847569284152146e-58,9.343199850036731e-78,-3.3756475871098046e-94,3.938070688729186e-105,-4.893895087409733e-113,-8.905882925560381e-113,2248087.947595932,754667.2630843887
1999.0,0.22247454034054362,769920.6612224225,3010469.199161368,7.799092225229513e-20,3.789693613030636e-39,1.8465396735601443e-58,9.373523725678302e-78,-8.654550187190324e-95,-3.2287350441719193e-102,-4.263734666093526e-108,-1.1105259733245822e-110,2248406.161356001,774065.2213677225
1999.0,0.22247521149043226,768867.0398005765,3110997.9153657313,7.797362073095854e-20,3.788652710772403e-39,1.8443308855118224e-58,9.304107036055292e-78,8.595203948069266e-96,-6.747106118353722e-107,2.9252648505492747e-112,9.606044312920481e-119,2248599.188111792,793961.7845382292
1999.0,0.22247552734373346,767779.7676067281,3214124.1068011164,7.795712152001572e-20,3.787959068650782e-39,1.843897564465452e-58,9.288754527921353e-78,3.2718627119691483e-96,8.652516503246206e-105,9.518849798859062e-112,1.6066946346341374e-118,2248624.231045572,814369.7687299462
1999.0,0.2224754312451975,766664.3562958341,3319908.8416901683,7.794103776392933e-20,3.7870034520698644e-39,1.8417945671018734e-58,9.224439994035472e-78,-9.370501104161953e-96,1.0748888255802842e-104,-2.311633920261094e-111,1.3031862255147415e-113,2248459.9881922295,835302.3195026787
1999.0,0.22247491440394332,765526.4840011982,3428413.906255026,7.792532904137533e-20,3.785873682012327e-39,1.8387979049550075e-58,9.143206486294095e-78,5.091967764585717e-97,3.585813545874835e-110,-2.8883418193766682e-120,-3.2005447253860774e-130,2248105.2823025337,856772.9203095296
1999.0,0.22247401242069648,764371.4127184303,3539702.4492894947,7.791034315245218e-20,3.7853385477931137e-39,1.838878741451795e-58,9.145140664911585e-78,1.0718522179545192e-96,-5.7263129125279696e-108,-4.736752138230203e-119,-1.555526561243154e-125,2247578.5975944395,878795.4011821329
1999.0,0.22247279530355715,763203.0428291283,3653840.173642179,7.789567728722892e-20,3.784568512420243e-39,1.8375872863050116e-58,9.107981357630934e-78,6.915685630815101e-97,-3.4800306550097416e-110,-1.0233964531900895e-121,-3.174192501890179e-130,2246913.0431357687,901383.9476390771
1999.0,0.2224713507735946,762024.1776996079,3770895.338824423,7.788152810710658e-20,3.783967144645971e-39,1.8372883815303052e-58,9.105783023663473e-78,4.995582212225335e-97,-1.8138323795052824e-111,-3.99012557225913e-117,2.0507914348293173e-122,2246150.8148587337,924553.109823358
1999.0,0.22246977611765267,760836.0535352279,3890939.449434839,7.786786936625468e-20,3.7833640311152966e-39,1.8368472062502816e-58,9.096044089716422e-78,4.969411774459465e-97,-6.290273813534837e-111,5.669874044406885e-118,-2.4199509225242054e-122,2245338.910125608,948317.8118746707
1999.0,0.2224681669915489,759638.61401551,4014047.204922165,7.785460641378677e-20,3.782620826489864e-39,1.8354671540027636e-58,9.058576224824452e-78,4.77083780015655e-97,-5.334949380683651e-111,-8.6920949132985e-118,-3.458644319037742e-122,2244524.719429974,972693.3615426179
1999.0,0.22246661344721488,758430.721622614,4140296.394883329,7.784189201607176e-20,3.78210699452865e-39,1.8354016257204932e-58,9.061799490881477e-78,4.751249361599659e-97,2.0241341087100478e-111,6.722946071507626e-121,-1.0317893763742739e-125,2243754.59327136,997695.4600470148
1999.0,0.22246519055987318,757210.0532367049,4269768.283764735,7.782965440644658e-20,3.781382972969389e-39,1.833772397453213e-58,9.014368749359935e-78,4.5814408118572597e-97,3.712677787403157e-114,4.509016516509159e-127,3.9673029937800227e-135,2243068.098958351,1023340.2121916423
1999.0,0.22246396509230307,755973.5679916237,4402547.016907779,7.781783595227832e-20,3.780901599895589e-39,1.833766524746069e-58,9.02064306496892e-78,4.674599535577337e-97,9.25283907013729e-114,3.414519200183414e-122,2.2471002044930387e-127,2242502.469793063,1049644.1367379648
1999.0,0.2224629791172354,754717.664744618,4538719.908264376,7.780642502394974e-20,3.780142029449141e-39,1.831935343939323e-58,8.971524793339919e-78,4.5706996039885806e-97,2.6922113359555676e-116,-2.3510897333755902e-133,3.6511663047310574e-146,2242082.805485783,1076624.1770454934
1999.0,0.22246226982374434,753438.1494176793,4678377.106056579,7.779559885165786e-20,3.7797299735701814e-39,1.8319383640640025e-58,8.973062240941716e-78,4.5572449575241684e-97,4.036936426811753e-116,1.359718970339327e-130,2.842606095164385e-141,2241832.6113632354,1104297.7119856486
1999.0,0.22246184804343688,752130.8750472784,4821611.491752733,7.778513406178306e-20,3.7791520191632723e-39,1.831020059184513e-58,8.951796477198101e-78,4.525459181227727e-97,1.583549618741441e-116,-3.2335398044629187e-131,-1.5220160082451456e-138,2241761.722020887,1132682.5671361538
1999.0,0.2224617121723975,750791.4120357906,4968518.700068523,7.777520192954086e-20,3.778761081341118e-39,1.8309506965402085e-58,8.95311411981224e-78,4.5275573328864974e-97,2.3996263930421752e-116,4.27570196797359e-130,-2.1639643610017877e-135,2241875.4802775895,1161797.0262631685
1999.0,0.22246186289141778,749415.6634665865,5119196.73782304,7.776560118159174e-20,3.778398343419062e-39,1.8309784466357713e-58,8.956097157517316e-78,4.529865790763709e-97,5.0348674638223895e-115,-8.581018956298433e-127,8.2387939111107805e-137,2242170.3550551427,1191659.8430985587
1999.0,0.22246226170195052,747999.9844884424,5273745.843147564,7.775638021093164e-20,3.7779913811464876e-39,1.830704122573195e-58,8.951599354166791e-78,4.5215821836910684e-97,4.653302324468619e-116,-1.7584435579420037e-127,1.0051422564574163e-134,2242635.9865482133,1222290.253419889
1999.0,0.22246288162175906,746541.068694454,5432268.581115337,7.77475169347301e-20,3.777581019156957e-39,1.830336234148804e-58,8.944622558562408e-78,4.5079863003429325e-97,2.6388137859712743e-116,3.867475288351327e-130,-3.591748248598911e-134,2243257.184819115,1253707.9874409197
1999.0,0.2224636833508154,745036.2372616056,5594869.6388267,7.773894432371805e-20,3.777150188089625e-39,1.829764808037978e-58,8.93037335160049e-78,4.475986851247844e-97,2.4294411792000612e-116,2.429974497923791e-131,1.1446457621502955e-137,2244013.4128023,1285933.2825205924
1999.0,0.22246462547771764,743483.424153158,5761655.774947985,7.773074673728562e-20,3.776796641222506e-39,1.829579481925156e-58,8.9284412051418e-78,4.4732234074627816e-97,2.4560471955971086e-116,-4.5037245689306584e-130,-6.189169235465243e-138,2244882.047228348,1318986.8961986692
1999.0,0.2224656626200046,741881.4023789205,5932735.705069923,7.772277409874542e-20,3.77638098467869e-39,1.8289767280619198e-58,8.913793962764327e-78,4.4427843788351467e-97,2.3901316983997398e-116,5.57445530177914e-132,-4.596166321555312e-144,2245837.259500936,1352890.1195664846
1999.0,0.2224667515515587,740229.3819712693,6108220.449126324,7.771510617470514e-20,3.7760371882766814e-39,1.8287027143335987e-58,8.90880397409335e-78,4.4332564444561073e-97,2.339558543096138e-116,1.7572423119987782e-134,7.837861292920425e-145,2246853.0951239523,1387664.7909813072
1999.0,0.22246784977339729,738527.3165834214,6288223.106272601,7.770768417812219e-20,3.775721465566252e-39,1.8285378314665583e-58,8.906215340278503e-78,4.4265822691792923e-97,2.3264506034430367e-116,5.804229713671035e-131,7.680660719484907e-141,2247903.195152324,1423333.3101333017
1999.0,0.22246891834468344,736775.6902805833,6472859.076408324,7.77005012361895e-20,3.775398389776045e-39,1.8282998435437067e-58,8.902359855870567e-78,4.419431812727556e-97,2.316388338880978e-116,-7.213603447201212e-132,-1.1995135370088876e-140,2248962.391905393,1459918.65247398
1999.0,0.22246992060496693,734975.4255174709,6662246.272942568,7.769351009074053e-20,3.7750932383480834e-39,1.828121989892405e-58,8.900030742809757e-78,4.415171933855915e-97,2.3096870348689592e-116,4.916989272745271e-134,-1.436914540710389e-145,2250005.5403203415,1497444.3840155967
1999.0,0.22247082340843272,733127.7080011953,6856505.349101687,7.768674752670114e-20,3.7747981586622584e-39,1.8279714363934533e-58,8.899078657479473e-78,4.414932754710183e-97,2.309452372978369e-116,-7.485248207541565e-134,1.2086591319448585e-144,2251008.1361537674,1535934.6765108986
1999.0,0.22247159512153283,731234.1007010659,7055759.712504032,7.76801950738067e-20,3.774478862684561e-39,1.8275924401343503e-58,8.89057280127003e-78,4.397816865641453e-97,2.279930980760195e-116,1.3324168531477015e-135,-7.981628414299968e-146,2251945.0476129735,1575414.3230230764
1999.0,0.22247220678977983,729296.0062705874,7260136.160889113,7.767379386232039e-20,3.774228141394029e-39,1.8276022651084612e-58,8.89324731997174e-78,4.4029378009439347e-97,2.286204055346537e-116,1.3103496107309322e-133,8.934643116817759e-142,2252790.057846012,1615908.753895919
1999.0,0.2224726298760389,727315.24982229,7469764.395985209,7.766759619748866e-20,3.773938044793692e-39,1.8273344947366202e-58,8.888333400909273e-78,4.3941832255499093e-97,2.2738658468592084e-116,5.2085111872829624e-135,7.297862429798994e-148,2253515.496462889,1657444.0531344684
1999.0,0.22247283433901663,725293.1883704484,7684778.175942928,7.766157098097604e-20,3.773684111188805e-39,1.8272297281328585e-58,8.887418688660285e-78,4.3917750149889454e-97,2.267094102059004e-116,2.6547079522033537e-135,-6.899144262501363e-143,2254087.792840585,1700046.975206718
1999.0,0.22247279013704344,723231.114978569,7905314.908835137,7.765573481369525e-20,3.773400872453161e-39,1.8269125615288483e-58,8.880621992375138e-78,4.3785262157230514e-97,2.2450752439632585e-116,1.2270778879554913e-135,-1.698146399765756e-148,2254469.689134776,1743744.962277187
1999.0,0.22247246323971895,721129.6731107447,8131516.560547658,7.765005416035627e-20,3.773125653117478e-39,1.8266096535455505e-58,8.874135046355218e-78,4.3657689610294427e-97,2.224187883181929e-116,1.1906827305072219e-135,1.52518044711691e-152,2254614.3937959233,1788566.1618834618
1999.0,0.22247181735171356,718988.7498095204,8363529.822808823,7.764457559629056e-20,3.772888006574153e-39,1.8264828864690715e-58,8.872700468043664e-78,4.3630736136239087e-97,2.218965862855243e-116,1.2619242261404709e-135,1.4758291561164357e-152,2254466.317746623,1834539.4450670977
1999.0,0.222470812221132,716807.1445901949,8601506.668130195,7.763930286619378e-20,3.7726577517791045e-39,1.826357130707647e-58,8.871572386273965e-78,4.361846930797325e-97,2.2177301996847652e-116,1.2230469053127433e-135,4.311160548517809e-154,2253957.8031232264,1881694.4249705556
1999.0,0.22246940528225664,714581.9091645472,8845605.14090576,7.763423507852335e-20,3.772446271303222e-39,1.8262841170604023e-58,8.871580588386962e-78,4.3623431236536365e-97,2.2188477650870898e-116,1.2278133564102506e-135,-2.2279448100651487e-152,2253008.237071849,1930061.4759121558
1999.0,0.2224675533605371,712307.8308751256,9095989.979786038,7.762935488671742e-20,3.772210685457889e-39,1.826010792960034e-58,8.865288543488751e-78,4.349410557675741e-97,2.1966364611012145e-116,1.1880070638304678e-135,1.7835884787774395e-153,2251523.8521957737,1979671.7529513326
1999.0,0.22246521830016816,709975.7970679576,9352834.297129063,7.762475475043658e-20,3.772029718500491e-39,1.8260127793882877e-58,8.867239638390182e-78,4.353489228448162e-97,2.202709438480917e-116,1.203327862789128e-135,-5.712983463027787e-150,2249399.139482485,2030557.211956794
1999.0,0.22246237601964947,707572.4443041297,9616319.830624476,7.76203826735653e-20,3.771844063830991e-39,1.825949106725634e-58,8.867492922523852e-78,4.35477214344981e-97,2.2053118239742798e-116,1.1996787586911358e-135,-9.023609897203529e-149,2246521.9004118866,2082750.6301905187
1999.0,0.22245900955415732,705078.1493504887,9886638.564826585,7.761631615522064e-20,3.77165524146977e-39,1.825780892924115e-58,8.864429110014168e-78,4.3492081316663655e-97,2.196594674443329e-116,1.1897764661597465e-135,-3.908091613192871e-152,2242785.5729951425,2136285.627420817
1999.0,0.2224551665766883,702465.750919928,10163993.357782876,7.761257848908779e-20,3.771500317261081e-39,1.8257339115472782e-58,8.864462429042637e-78,4.3491245213892994e-97,2.1955799963224628e-116,1.1839661398079457e-135,-3.748450629302034e-152,2238108.2295315615,2191196.687578152
1999.0,0.22245093923061993,699699.6003417275,10448597.764351984,7.760920375659661e-20,3.771349350148464e-39,1.8256180574547534e-58,8.862525362813123e-78,4.3456855974468034e-97,2.19033318932536e-116,1.1782836588677512e-135,-5.988760423390481e-153,2232463.5034447513,2247519.1809674855
1999.0,0.22244651219296857,696736.1252183928,10740673.716107069,7.76061503397982e-20,3.771199766711594e-39,1.8254507743164826e-58,8.858872316193886e-78,4.338387997336959e-97,2.1782296089679984e-116,1.1600740063304856e-135,1.866078526432519e-153,2225927.348205755,2305289.387051711
1999.0,0.22244217958423546,693526.645780284,11040446.77169815,7.760346303712014e-20,3.7710665627406286e-39,1.825267457641412e-58,8.854375234501971e-78,4.329129542032944e-97,2.162502296747331e-116,1.1354402463289044e-135,1.0209613502765558e-152,2218729.2905234927,2364544.5178205683
1999.0,0.22243835603872206,690024.2889270942,11348137.143660001,7.760101059050084e-20,3.77098691533799e-39,1.8253851826340532e-58,8.85911976692248e-78,4.3392493722796245e-97,2.1792907885670074e-116,1.158262017181465e-135,1.8785337955278727e-152,2211306.9053232307,2425322.7417603554
1999.0,0.222435548860619,686196.4907432923,11663946.539695706,7.759861770587535e-20,3.7708599120949e-39,1.8251870684928898e-58,8.854363354645837e-78,4.330064031944298e-97,2.1649278892601678e-116,1.1398841228686539e-135,1.6053903835578307e-154,2204325.2939902535,2487663.2084396784
1999.0,0.22243429128105546,682039.6585968531,11988045.007808575,7.75960847425291e-20,3.770769107182625e-39,1.825243734877137e-58,8.85724602984002e-78,4.336320093127361e-97,2.1753500702584332e-116,1.1560837126132144e-135,8.857894780049104e-156,2198642.555820847,2551606.0737271863
1999.0,0.22243501129824228,677594.2277677242,12320561.665546445,7.759307943508528e-20,3.770642201460842e-39,1.8251942289832866e-58,8.857086356868822e-78,4.336258875049694e-97,2.1752311460730082e-116,1.1563574886608482e-135,-1.8157933122837114e-154,2195168.374442775,2617192.525657494
1999.0,0.2224378793714337,672948.502373143,12661590.334700922,7.758940376588066e-20,3.770498170741187e-39,1.8251870897490066e-58,8.85826315713175e-78,4.338656424524173e-97,2.1786466047769015e-116,1.1598585594583047e-135,3.258471254858552e-153,2194630.443550442,2684464.8109619655
1999.0,0.22244269965450048,668223.6240413707,13011214.920235531,7.758498117984559e-20,3.7702914497649896e-39,1.8250162600917055e-58,8.855487836692021e-78,4.3338853504926513e-97,2.1713796708416844e-116,1.1500349834065704e-135,-1.5429386795521406e-151,2197319.178449189,2753466.262281439
1999.0,0.22244893308781347,663539.2371932125,13369549.05434877,7.758006183659831e-20,3.7700928322979724e-39,1.824989440328127e-58,8.85695482620414e-78,4.33761304544262e-97,2.1779991177010365e-116,1.1597286970818197e-135,-1.797899689934042e-154,2202958.471468768,2824241.326078436
1999.0,0.22245587941097095,658976.4920714201,13736768.355012743,7.757496280408618e-20,3.769886569035881e-39,1.824983851190287e-58,8.859247013033699e-78,4.342855509950642e-97,2.186438269661018e-116,1.1728811171346053e-135,-8.978263199797824e-151,2210827.731469693,2896835.5912668156
1999.0,0.22246293036122888,654562.2014717556,14113112.847911496,7.757009226482602e-20,3.769695928585723e-39,1.8249928039121004e-58,8.861742165917517e-78,4.3488119697354507e-97,2.1970828974176318e-116,1.1884419322392121e-135,6.118669012827972e-154,2220101.0878033587,2971295.8185773343
1999.0,0.22246970765229374,650284.5949631149,14498859.580492212,7.75656209269811e-20,3.769518608340116e-39,1.8249840787499858e-58,8.863301622023786e-78,4.352061649857618e-97,2.2017469597215016e-116,1.19341643071934e-135,8.365911932681116e-151,2230141.948572487,3047669.9706780096
1999.0,0.22247604506482271,646121.0724098423,14894291.610098101,7.756153186791395e-20,3.7693734852569506e-39,1.8250870736846007e-58,8.868337952027746e-78,4.363144045757797e-97,2.2208073679037445e-116,1.1983315471997085e-135,2.785258372951082e-149,2240588.3210731433,3126007.2430687035
1999.0,0.2224818865425391,642054.5975063428,15299685.367465029,7.75576903872722e-20,3.769194528334898e-39,1.8249296372002965e-58,8.86547746498449e-78,4.357874410745096e-97,2.212366501088964e-116,1.2139596806358075e-135,-1.4885067030224587e-153,2251262.8470998416,3206358.095769817
