Sr,Population,value
21248453.52498883,Competition Specialist,2086.9691476416747
21519532.52698519,Competition Specialist,2086.9681949969904
21794069.843029536,Competition Specialist,2086.9658326387676
22072109.59286543,Competition Specialist,2086.965522916163
22353696.459097967,Competition Specialist,2086.9606712015798
22638875.69437434,Competition Specialist,2086.952401282088
22927693.128656488,Competition Specialist,2086.955432714223
23220195.176586036,Competition Specialist,2086.952899288616
23516428.84494351,Competition Specialist,2086.9488712494367
23816441.740202397,Competition Specialist,2086.943210134177
24120282.07618007,Competition Specialist,2086.936033319582
24427998.681785848,Competition Specialist,2086.934713584637
24739641.008868117,Competition Specialist,2086.932091913712
25055259.140161596,Competition Specialist,2086.9259639191882
25374903.797335718,Competition Specialist,2086.9270881757366
25698626.349146184,Competition Specialist,2086.925963896353
26026478.819690045,Competition Specialist,2086.922669794834
26358513.89676631,Competition Specialist,2086.920535947264
26694784.940343235,Competition Specialist,2086.911838362528
27035345.99113338,Competition Specialist,2086.9163280855787
27380251.779278576,Competition Specialist,2086.9111247987335
27729557.73314516,Competition Specialist,2086.9107056110265
28083319.988231696,Competition Specialist,2086.8995966535485
28441595.396190338,Competition Specialist,2086.9001687806594
28804441.53396298,Competition Specialist,2086.895150445753
29171916.71303455,Competition Specialist,2086.89183953676
29544079.9888038,Competition Specialist,2086.8910039452826
29920991.170073867,Competition Specialist,2086.8902794823325
30302710.828663994,Competition Specialist,2086.887393229953
30689300.309143513,Competition Specialist,2086.8814620662747
31080821.738690637,Competition Specialist,2086.8792552938444
31477338.037076432,Competition Specialist,2086.883187180319
31878912.926776428,Competition Specialist,2086.8822167676226
32285610.94321127,Competition Specialist,2086.8720505412357
32697497.44511768,Competition Specialist,2086.8701486309797
33114638.625052363,Competition Specialist,2086.870690285128
33537101.520029288,Competition Specialist,2086.8721446890863
33964954.02229298,Competition Specialist,2086.8697356533116
34398264.89022928,Competition Specialist,2086.8652014920885
34837103.759414926,Competition Specialist,2086.862891277457
35281541.15380883,Competition Specialist,2086.8638738815
35731648.497085385,Competition Specialist,2086.855302129205
36187498.12411277,Competition Specialist,2086.8512774526657
36649163.29257761,Competition Specialist,2086.85691779615
37116718.19475767,Competition Specialist,2086.8507398431548
37590237.969445385,Competition Specialist,2086.851619839983
38069798.71402284,Competition Specialist,2086.8476285316615
38555477.4966911,Competition Specialist,2086.846849580494
39047352.36885564,Competition Specialist,2086.8412144225777
39545502.3776693,Competition Specialist,2086.8457286350176
40050007.57873611,Competition Specialist,2086.8380288699313
40560949.048976414,Competition Specialist,2086.840991201666
41078408.89965642,Competition Specialist,2086.839113458135
41602470.2895841,Competition Specialist,2086.8285807227107
42133217.43847289,Competition Specialist,2086.82912017421
42670735.64047686,Competition Specialist,2086.834711938612
43215111.27789762,Competition Specialist,2086.8308695313176
43766431.83506652,Competition Specialist,2086.827124149257
44324785.91240401,Competition Specialist,2086.8207419026926
44890263.240657866,Competition Specialist,2086.824465473106
45462954.695323996,Competition Specialist,2086.8183814125746
46042952.31125029,Competition Specialist,2086.8234144002076
46630349.29742727,Competition Specialist,2086.814658767543
47225240.051967345,Competition Specialist,2086.8178208976697
47827720.17727485,Competition Specialist,2086.8173433872093
48437886.49541041,Competition Specialist,2086.8133727064114
49055837.06365045,Competition Specialist,2086.8105753764034
49681671.19024568,Competition Specialist,2086.8097296418932
50315489.450380564,Competition Specialist,2086.8093051069377
50957393.702336,Competition Specialist,2086.8093397958933
51607487.103859074,Competition Specialist,2086.809286480909
52265874.128740765,Competition Specialist,2086.8052755922977
52932660.58360556,Competition Specialist,2086.7978518867585
53607953.6249153,Competition Specialist,2086.8019169714116
54291861.776189424,Competition Specialist,2086.7984821387417
54984494.945446,Competition Specialist,2086.800363195899
55685964.44286409,Competition Specialist,2086.79235012577
56396382.99867211,Competition Specialist,2086.796920036752
57115864.78126435,Competition Specialist,2086.794873585936
57844525.41554797,Competition Specialist,2086.788673138464
58582482.00152536,Competition Specialist,2086.7903788376616
59329853.1331123,Competition Specialist,2086.7942484246337
60086758.91719681,Competition Specialist,2086.784384640387
60853320.99294114,Competition Specialist,2086.7902458088456
61629662.55132942,Competition Specialist,2086.7837063763336
62415908.354965895,Competition Specialist,2086.787928507397
63212184.758124486,Competition Specialist,2086.7873013102526
64018619.72705483,Competition Specialist,2086.779961799221
64835342.860547274,Competition Specialist,2086.779850981817
65662485.41075969,Competition Specialist,2086.780668279041
66500180.304311186,Competition Specialist,2086.7739493625254
67348562.16364372,Competition Specialist,2086.7810751788
68207767.32865678,Competition Specialist,2086.7730258376523
69077933.87861823,Competition Specialist,2086.7782254829544
69959201.65435374,Competition Specialist,2086.776484390941
70851712.28072105,Competition Specialist,2086.7702558040723
71755609.18936922,Competition Specialist,2086.767787072996
72671037.64178905,Competition Specialist,2086.7672978363184
73598144.75265771,Competition Specialist,2086.771309374412
74537079.51348026,Competition Specialist,2086.7641130463867
75487992.81653431,Competition Specialist,2086.7638441479926
76451037.4791188,Competition Specialist,2086.7637766722714
77426368.26811278,Competition Specialist,2086.7628397974995
78414141.92484689,Competition Specialist,2086.769343632983
79414517.1902934,Competition Specialist,2086.7659614387753
80427654.83057629,Competition Specialist,2086.7668293294996
81453717.66280738,Competition Specialist,2086.7573102980245
82492870.58125217,Competition Specialist,2086.759225284486
83545280.58382872,Competition Specialist,2086.7643227601143
84611116.79894604,Competition Specialist,2086.7570613186545
85690550.51268348,Competition Specialist,2086.7554780398928
86783755.19631748,Competition Specialist,2086.7583074477125
87890906.53419964,Competition Specialist,2086.7528585726886
89012182.45198947,Competition Specialist,2086.7506770794807
90147763.14524917,Competition Specialist,2086.755832571332
91297831.1084014,Competition Specialist,2086.75307279623
92462571.16405733,Competition Specialist,2086.7526398135624
93642170.49271895,Competition Specialist,2086.7508713437505
94836818.66285928,Competition Specialist,2086.7484005679935
96046707.66138823,Competition Specialist,2086.7461234920456
97272031.92450537,Competition Specialist,2086.7528412780157
98512988.368947,Competition Specialist,2086.744081331394
99769776.42363212,Competition Specialist,2086.747731411917
101042598.06171095,Competition Specialist,2086.74796139765
102331657.83302449,Competition Specialist,2086.7475045739156
103637162.89697592,Competition Specialist,2086.7498958002698
104959323.05582266,Competition Specialist,2086.741022401845
106298350.78839317,Competition Specialist,2086.7477886658908
107654461.28423136,Competition Specialist,2086.7437117297854
109027872.47818367,Competition Specialist,2086.739904157248
110418805.0854158,Competition Specialist,2086.746098400705
111827482.63689002,Competition Specialist,2086.7451040526043
113254131.51528126,Competition Specialist,2086.7424681210823
114698980.991363,Competition Specialist,2086.7386498280744
116162263.26085019,Competition Specialist,2086.738035552721
117644213.48171486,Competition Specialist,2086.7438443046294
119145069.81197748,Competition Specialist,2086.7405750490907
120665073.4479802,Competition Specialist,2086.7398999510983
122204468.66314912,Competition Specialist,2086.7348111578326
123763502.84724788,Competition Specialist,2086.731399807574
125342426.54614021,Competition Specialist,2086.7411254728995
126941493.50204645,Competition Specialist,2086.7373673120837
128560960.69432965,Competition Specialist,2086.7311584711224
130201088.38078587,Competition Specialist,2086.7292651369858
131862140.13947485,Competition Specialist,2086.730635526695
133544382.9110759,Competition Specialist,2086.727281241741
135248087.0417874,Competition Specialist,2086.728887851316
136973526.3267735,Competition Specialist,2086.735643200969
138720978.05416182,Competition Specialist,2086.7259460664154
140490723.04961148,Competition Specialist,2086.7297279856116
142283045.7214349,Competition Specialist,2086.7317882260845
144098234.10631302,Competition Specialist,2086.7270153937357
145936579.91557577,Competition Specialist,2086.733191535383
147798378.58208826,Competition Specialist,2086.7258890201256
149683929.30772555,Competition Specialist,2086.728495143074
151593535.1114568,Competition Specialist,2086.7310317894285
153527502.8780421,Competition Specialist,2086.731558003286
155486143.40735072,Competition Specialist,2086.7226921912757
157469771.464309,Competition Specialist,2086.722340850537
159478705.82948175,Competition Specialist,2086.72738027398
161513269.35030928,Competition Specialist,2086.720842294745
163573788.99298105,Competition Specialist,2086.7271038115105
165660595.89499152,Competition Specialist,2086.7192755923284
167774025.41834602,Competition Specialist,2086.7271646739355
169914417.2034626,Competition Specialist,2086.7215492320565
172082115.223751,Competition Specialist,2086.718872912071
174277467.84089175,Competition Specialist,2086.7174293409685
176500827.86082065,Competition Specialist,2086.720904336433
178752552.59042317,Competition Specialist,2086.724493850665
181033003.89496374,Competition Specialist,2086.7249315573417
183342548.2562285,Competition Specialist,2086.724996866082
185681556.8314331,Competition Specialist,2086.722524546853
188050405.51285833,Competition Specialist,2086.717050426525
190449474.98826686,Competition Specialist,2086.721614664168
192879150.80207777,Competition Specialist,2086.7230325990954
195339823.41732687,Competition Specialist,2086.7204956291293
197831888.27841622,Competition Specialist,2086.7220384301886
200355745.8746644,Competition Specialist,2086.714943278219
202911801.80466822,Competition Specialist,2086.7208654318497
205500466.8414808,Competition Specialist,2086.7173581651864
208122156.99863413,Competition Specialist,2086.7167663055143
210777293.59698248,Competition Specialist,2086.7197851257743
213466303.33242455,Competition Specialist,2086.7118693714456
216189618.34446314,Competition Specialist,2086.714354196943
218947676.28566208,Competition Specialist,2086.7099038121482
221740920.39197505,Competition Specialist,2086.695664611159
224569799.55397716,Competition Specialist,2086.709675867252
227434768.38900524,Competition Specialist,2086.721794888796
230336287.31421265,Competition Specialist,2086.7118926737585
233274822.6205715,Competition Specialist,2086.708833329668
236250846.54779404,Competition Specialist,2086.7098082139564
239264837.3602396,Competition Specialist,2086.7163421380037
242317279.42376006,Competition Specialist,2086.712955042281
245408663.28355092,Competition Specialist,2086.6924335180865
248539485.74297985,Competition Specialist,2086.697626069856
251710249.94342685,Competition Specialist,2086.710975134351
254921465.4451431,Competition Specialist,2086.7097387195527
258173648.30913502,Competition Specialist,2086.7136885877803
261467321.18010974,Competition Specialist,2086.712658889309
264803013.37045145,Competition Specialist,2086.70803005261
268181260.94530183,Competition Specialist,2086.710133035374
271602606.80869293,Competition Specialist,2086.7120627659724
275067600.7908068,Competition Specialist,2086.688818757906
278576799.73633075,Competition Specialist,2086.7127757774
282130767.59394705,Competition Specialist,2086.687875335409
285730075.5069626,Competition Specialist,2086.7056680124138
289375301.90509474,Competition Specialist,2086.709813046844
293067032.59742975,Competition Specialist,2086.721194716267
296805860.8665596,Competition Specialist,2086.7050090849466
300592387.56393945,Competition Specialist,2086.6964149800287
304427221.20642936,Competition Specialist,2086.726763131791
308310978.0741064,Competition Specialist,2086.68605128789
312244282.3092858,Competition Specialist,2086.7222533585646
316227766.01683795,Competition Specialist,2086.7043837287197
1000.0,Defense Specialist,1.6858696534911342e-16
1012.7575873546546,Defense Specialist,6.174202030322229e-17
1025.677930744422,Defense Specialist,-1.6533881619493679e-13
1038.763106543635,Defense Specialist,-2.5702433702136554e-16
1052.0152176161591,Defense Specialist,-6.313197646831251e-17
1065.4363936533232,Defense Specialist,1.8476903984464338e-16
1079.0287915161837,Defense Specialist,1.3529682909448304e-16
1092.79459558214,Defense Specialist,9.707851705310358e-14
1106.7360180959733,Defense Specialist,1.9370221935170702e-17
1120.8552995253765,Defense Specialist,8.242495951112624e-16
1135.154708920999,Defense Specialist,-4.462609235737126e-14
1149.6365442811061,Defense Specialist,-4.2454245181548287e-17
1164.3031329208768,Defense Specialist,-2.0359549424085056e-14
1179.1568318464128,Defense Specialist,1.4086439329699881e-14
1194.2000281335324,Defense Specialist,-7.05255951159057e-17
1209.435139311377,Defense Specialist,5.755882260369744e-14
1224.8646137509306,Defense Specialist,-5.9517579876703295e-15
1240.4909310584846,Defense Specialist,-3.9029707871172046e-16
1256.3166024741201,Defense Specialist,-2.4142922627928266e-18
1272.3441712752879,Defense Specialist,-1.8498423210467998e-14
1288.576213185518,Defense Specialist,-1.9011691975324635e-13
1305.0153367883622,Defense Specialist,-8.186337256335581e-17
1321.6641839466051,Defense Specialist,2.190777949110153e-14
1338.5254302268222,Defense Specialist,1.034556359710137e-18
1355.601785329369,Defense Specialist,3.879539660187623e-16
1372.895993523834,Defense Specialist,-1.6867264094258748e-14
1390.4108340900696,Defense Specialist,6.625186285919803e-15
1408.1491217648334,Defense Specialist,1.048537536657711e-17
1426.1137071941284,Defense Specialist,-4.20860457253081e-15
1444.3074773913293,Defense Specialist,9.731170632634142e-20
1462.73335620113,Defense Specialist,-5.37017264404679e-15
1481.3943047694345,Defense Specialist,5.0752844054551306e-20
1500.2933220192183,Defense Specialist,-8.955694860039272e-18
1519.4334451324833,Defense Specialist,1.7752230339026973e-19
1538.8177500383463,Defense Specialist,-3.295336455340255e-16
1558.4493519073535,Defense Specialist,7.803961981885523e-17
1578.331405652118,Defense Specialist,1.5375809795625898e-18
1598.4671064343197,Defense Specialist,7.38076444770738e-21
1618.8596901781975,Defense Specialist,-2.798943245312363e-17
1639.5124340905766,Defense Specialist,-7.091795325967239e-17
1660.4286571875296,Defense Specialist,2.941999256944359e-21
1681.611720827773,Defense Specialist,-5.339879984359829e-21
1703.0650292528444,Defense Specialist,6.637126193249717e-21
1724.7920301341949,Defense Specialist,-1.1573807425020512e-25
1746.7962151272457,Defense Specialist,1.6812100298484378e-19
1769.0811204325116,Defense Specialist,3.010092857936851e-23
1791.6503273639014,Defense Specialist,-7.277392528952498e-20
1814.5074629242417,Defense Specialist,4.2430224925158664e-19
1837.6562003881704,Defense Specialist,-9.484716115769814e-18
1861.1002598924472,Defense Specialist,1.2719510265212268e-09
1884.8434090337953,Defense Specialist,-1.8486106637777878e-13
1908.889463474391,Defense Specialist,-7.996935668708381e-20
1933.2422875550453,Defense Specialist,-2.3303552699977924e-19
1957.905794916241,Defense Specialist,1.0899155444732523e-15
1982.8839491270714,Defense Specialist,-1.8581510516039206e-14
2008.1807643222025,Defense Specialist,8.705284554752789e-17
2033.8003058469822,Defense Specialist,2.0340033152283327e-15
2059.7466909107484,Defense Specialist,-1.8020792695324255e-16
2086.024089248505,Defense Specialist,-2.298098131770242e-11
2112.6367237910063,Defense Specialist,-5.3706267053470754e-12
2139.5888713434215,Defense Specialist,-9.187564229485125e-14
2166.8848632726344,Defense Specialist,4.1502491338735126e-16
2194.5290862033135,Defense Specialist,4.406497803815135e-15
2222.525982722885,Defense Specialist,-2.2714857642332557e-10
2250.880052095462,Defense Specialist,-2.6610764950295118e-14
2279.5958509849193,Defense Specialist,-6.699683334496245e-13
2308.6779941871696,Defense Specialist,-3.3365625057704387e-13
2338.1311553717815,Defense Specialist,1.3473442843872996e-13
2367.9600678330785,Defense Specialist,4.297096002567482e-15
2398.169525250793,Defense Specialist,2.74398363776939e-13
2428.7643824604506,Defense Specialist,5.744646481568177e-13
2459.7495562335657,Defense Specialist,3.522045487820499e-13
2491.1300260677885,Defense Specialist,-2.0273834441584188e-10
2522.910834987154,Defense Specialist,-6.5217685253386e-15
2555.097090352507,Defense Specialist,1.1286468130391818e-11
2587.693964682303,Defense Specialist,6.288200619443507e-10
2620.7066964838523,Defense Specialist,1.1036907971558771e-11
2654.1405910951735,Defense Specialist,1.5490533627129225e-12
2688.0010215376074,Defense Specialist,1.1048813641083429e-12
2722.293429379274,Defense Specialist,-5.66851982638963e-11
2757.0233256095826,Defense Specialist,-1.8522322978800005e-11
2792.19629152487,Defense Specialist,3.9947392690333954e-11
2827.817979625341,Defense Specialist,5.5093513438991096e-11
2863.894114523477,Defense Specialist,-3.9010351824245414e-10
2900.4304938639916,Defense Specialist,6.787334597665146e-11
2937.4329892555656,Defense Specialist,-9.218219744869515e-10
2974.9075472144405,Defense Specialist,-9.148017133618726e-10
3012.86019012005,Defense Specialist,3.607540543323034e-12
3051.297017182871,Defense Specialist,-6.274814219747874e-10
3090.2242054245785,Defense Specialist,2.7113683904028566e-10
3129.6480106707504,Defense Specialist,5.734198092795432e-07
3169.574768556207,Defense Specialist,0.019826760918522347
3210.0108955431715,Defense Specialist,83.21996131506033
3250.96288995246,Defense Specialist,239.42049117832298
3292.4373330077688,Defense Specialist,388.4333425158753
3334.4408898933416,Defense Specialist,539.3472290767861
3376.9803108250912,Defense Specialist,692.1864089038166
3420.062432135391,Defense Specialist,846.9754441016057
3463.6941773717344,Defense Specialist,1003.7392102128226
3507.882558409363,Defense Specialist,1162.5028991652903
3552.6346765781395,Defense Specialist,1323.292024838059
3597.9577238037637,Defense Specialist,1486.1324264133905
3643.8589837635445,Defense Specialist,1651.0502726453262
3690.3458330569547,Defense Specialist,1818.07206605774
3737.425742391064,Defense Specialist,1987.2246471885376
3785.106277781153,Defense Specialist,2158.5351988823104
3833.3951017666013,Defense Specialist,2332.031250636341
3882.299974642294,Defense Specialist,2507.7406829957263
3931.82875570577,Defense Specialist,2685.6917320003163
3981.9894045202295,Defense Specialist,2865.9129936710187
4032.7899821937053,Defense Specialist,3048.4334285616824
4084.2386526745217,Defense Specialist,3233.2823663276126
4136.343684063274,Defense Specialist,3420.489510353187
4189.113449941588,Defense Specialist,3610.084942402005
4242.556430717777,Defense Specialist,3802.099127288025
4296.6812149897105,Defense Specialist,3996.5629175616946
4351.49650092505,Defense Specialist,4193.5075581630035
4407.011097659075,Defense Specialist,4392.964691045915
4463.233926710397,Defense Specialist,4594.966359683029
4520.174023414664,Defense Specialist,4799.545013388629
4577.840538376617,Defense Specialist,5006.733511311105
4636.242738940639,Defense Specialist,5216.565125860283
4695.390010680058,Defense Specialist,5429.07354515337
4755.291858905486,Defense Specialist,5644.292873718516
4815.957910192351,Defense Specialist,5862.257629986404
4877.397913927969,Defense Specialist,6083.002737560552
4939.621743878321,Defense Specialist,6306.563503622799
5002.6393997748,Defense Specialist,6532.975568393737
5066.461008921268,Defense Specialist,6762.274781807605
5131.096827821533,Defense Specialist,6994.496867144283
5196.557243827658,Defense Specialist,7229.676306668842
5262.852776809257,Defense Specialist,7467.841143684304
5329.994080844088,Defense Specialist,7708.960572079866
5397.991945930254,Defense Specialist,7891.477101968123
5466.857299720181,Defense Specialist,7893.596774154469
5536.601209276792,Defense Specialist,7894.094336761861
5607.234882852033,Defense Specialist,7894.335679912221
5678.76967168809,Defense Specialist,7894.484404951631
5751.217071841614,Defense Specialist,7894.587543508893
5824.588726031214,Defense Specialist,7894.664335356649
5898.896425508493,Defense Specialist,7894.724298414231
5974.152111952983,Defense Specialist,7894.772748162878
6050.367879391224,Defense Specialist,7894.812915725894
6127.555976140354,Defense Specialist,7894.846892564233
6205.7288067765,Defense Specialist,7894.87609977564
6284.898934128248,Defense Specialist,7894.901541031177
6365.079081295571,Defense Specialist,7894.923947915295
6446.282133694491,Defense Specialist,7894.943867873809
6528.521141127847,Defense Specialist,7894.961719756336
6611.809319882495,Defense Specialist,7894.977830176132
6696.160054853222,Defense Specialist,7894.992458052915
6781.58690169376,Defense Specialist,7895.005811623326
6868.103588995307,Defense Specialist,7895.01806050593
6955.724020492732,Defense Specialist,7895.029344434293
7044.462277299037,Defense Specialist,7895.039779693212
7134.332620168256,Defense Specialist,7895.049463939212
7225.349491787214,Defense Specialist,7895.0584798636055
7317.527519096606,Defense Specialist,7895.066898012672
7410.881515641569,Defense Specialist,7895.074778984875
7505.426483952362,Defense Specialist,7895.0821751613585
7601.17761795533,Defense Specialist,7895.08913208262
7698.150305414641,Defense Specialist,7895.095689553528
7796.360130405237,Defense Specialist,7895.10188253803
7895.822875817228,Defense Specialist,7895.107741889115
7996.554525892347,Defense Specialist,7895.113294930038
8098.571268792684,Defense Specialist,7895.118566044188
8201.889499202203,Defense Specialist,7895.123576901514
8306.525820961508,Defense Specialist,7895.128346991591
8412.49704973612,Defense Specialist,7895.132893821747
8519.8202157189,Defense Specialist,7895.137233182565
8628.512566366895,Defense Specialist,7895.141379357886
8738.591569173057,Defense Specialist,7895.145345258941
8850.074914473438,Defense Specialist,7895.149363016852
8962.98051829007,Defense Specialist,7895.152782602757
9077.326525210223,Defense Specialist,7895.156274514938
9193.131311302326,Defense Specialist,7895.159627532863
9310.413487069076,Defense Specialist,7895.162849909048
9429.191900438324,Defense Specialist,7895.16603557255
9549.485639791967,Defense Specialist,7895.1690062054
9671.314037033631,Defense Specialist,7895.171806162012
9794.696670695395,Defense Specialist,7895.17457619327
9919.653369084137,Defense Specialist,7895.1772481231765
10046.204213468132,Defense Specialist,7895.179827083188
10174.36954130415,Defense Specialist,7895.1823178417335
10304.169949505875,Defense Specialist,7895.184724836512
10435.626297753925,Defense Specialist,7895.187052203254
10568.75971184805,Defense Specialist,7895.189303801594
10703.591587102306,Defense Specialist,7895.191483238192
10840.14359178331,Defense Specialist,7895.1935938876095
10978.437670592484,Defense Specialist,7895.195638911082
11118.4960481927,Defense Specialist,7895.1976212734835
11260.3412327799,Defense Specialist,7895.1995437586775
11403.996019700331,Defense Specialist,7895.201408983421
11549.483495113791,Defense Specialist,7895.203219409991
11696.827039703847,Defense Specialist,7895.20497735767
11846.05033243518,Defense Specialist,7895.206685013206
11997.177354358855,Defense Specialist,7895.208344440353
12150.232392466372,Defense Specialist,7895.209957588573
12305.240043592616,Defense Specialist,7895.211526301034
12462.225218368741,Defense Specialist,7895.213052321899
12621.213145225462,Defense Specialist,7895.2145373030335
12782.229374447415,Defense Specialist,7895.215982810167
12945.29978227916,Defense Specialist,7895.217390328545
13110.450575083778,Defense Specialist,7895.218761268171
13277.708293554291,Defense Specialist,7895.220096968579
13447.099816978958,Defense Specialist,7895.221398703316
13618.652367560828,Defense Specialist,7895.222667684006
13792.393514792659,Defense Specialist,7895.223905064178
13968.351179887397,Defense Specialist,7895.225111942766
14146.553640265303,Defense Specialist,7895.226289367375
14327.029534098294,Defense Specialist,7895.227438337306
14509.8078649123,Defense Specialist,7895.228559806368
14694.918006248172,Defense Specialist,7895.229654685494
14882.38970638237,Defense Specialist,7895.230723845171
15072.253093107556,Defense Specialist,7895.231768117715
15264.538678574369,Defense Specialist,7895.232788299378
15459.277364194786,Defense Specialist,7895.233785152322
15656.500445608335,Defense Specialist,7895.234759406465
15856.239617711371,Defense Specialist,7895.235711761205
16058.526979750659,Defense Specialist,7895.236642887034
16263.395040481906,Defense Specialist,7895.237553427031
16470.876723394143,Defense Specialist,7895.2384439983025
16681.005372000593,Defense Specialist,7895.239315193296
16893.814755197352,Defense Specialist,7895.240167581038
17109.339072690134,Defense Specialist,7895.241001708317
17327.61296049042,Defense Specialist,7895.241818100769
17548.671496481522,Defense Specialist,7895.242407422212
17772.55020605602,Defense Specialist,7895.243399684175
17999.285067824763,Defense Specialist,7895.244165829678
18228.91251939887,Defense Specialist,7895.244916151242
18461.469463245456,Defense Specialist,7895.24565108312
18696.993272618136,Defense Specialist,7895.246371043788
18935.521797562953,Defense Specialist,7895.247076436664
19177.093371001327,Defense Specialist,7895.2477676508015
19421.746814890244,Defense Specialist,7895.248445061524
19669.521446461233,Defense Specialist,7895.249109031042
19920.457084538713,Defense Specialist,7895.249759909037
20174.594055939364,Defense Specialist,7895.250398033203
20431.973201952704,Defense Specialist,7895.251023729769
20692.63588490458,Defense Specialist,7895.251637313989
20956.623994804308,Defense Specialist,7895.252239090607
21223.979956076717,Defense Specialist,7895.252829354305
21494.746734379805,Defense Specialist,7895.253408390118
21768.967843509832,Defense Specialist,7895.253976473834
22046.687352394074,Defense Specialist,7895.254533872374
22327.94989217305,Defense Specialist,7895.255080844151
22612.800663372796,Defense Specialist,7895.2556176394155
22901.285443169167,Defense Specialist,7895.25614450057
23193.450592744273,Defense Specialist,7895.2566616625
23489.343064737077,Defense Specialist,7895.257169352848
23789.01041078891,Defense Specialist,7895.257667792309
24092.500789185386,Defense Specialist,7895.2581571948895
24399.862972595503,Defense Specialist,7895.258637768169
24711.14635590999,Defense Specialist,7895.259109713542
25026.400964179167,Defense Specialist,7895.259573226444
25345.677460652347,Defense Specialist,7895.260028496595
25669.02715491952,Defense Specialist,7895.260475708176
25996.502011157405,Defense Specialist,7895.260915040069
26328.1546564802,Defense Specialist,7895.261346666021
26664.0383893971,Defense Specialist,7895.261770754849
27004.2071883777,Defense Specialist,7895.262187470603
27348.715720526674,Defense Specialist,7895.26259697275
27697.61935036891,Defense Specialist,7895.262999416311
28050.974148747213,Defense Specialist,7895.263394952053
28408.836901833012,Defense Specialist,7895.2637837266
28771.26512025234,Defense Specialist,7895.264165882598
29138.317048327885,Defense Specialist,7895.26454155885
29510.05167343955,Defense Specialist,7895.264910890431
29886.528735503827,Defense Specialist,7895.265274008834
30267.80873657441,Defense Specialist,7895.265631042074
30653.952950565235,Defense Specialist,7895.265982114813
31045.02343309761,Defense Specialist,7895.266327348465
31441.083031472648,Defense Specialist,7895.266666861306
31842.19539477161,Defense Specialist,7895.267000768572
32248.424984084453,Defense Specialist,7895.267329182566
32659.837082868937,Defense Specialist,7895.267652212735
33076.49780744242,Defense Specialist,7895.267969965781
33498.474117606915,Defense Specialist,7895.268282545732
33925.83382740992,Defense Specialist,7895.268590054033
34358.645616042595,Defense Specialist,7895.26889258963
34796.97903887688,Defense Specialist,7895.269190249034
35240.90453864351,Defense Specialist,7895.269483126415
35690.493456752294,Defense Specialist,7895.269771313654
36145.81804475754,Defense Specialist,7895.270054900427
36606.951475969065,Defense Specialist,7895.270333974261
37073.96785721134,Defense Specialist,7895.270608620609
37546.94224073337,Defense Specialist,7895.270878922902
38025.95063626969,Defense Specialist,7895.271144962612
38511.07002325569,Defense Specialist,7895.271406819312
39002.37836319859,Defense Specialist,7895.271664570729
39499.95461220639,Defense Specialist,7895.271918292799
40003.87873367658,Defense Specialist,7895.2721680597115
40514.23171114647,Defense Specialist,7895.272413943973
41031.09556130814,Defense Specialist,7895.2726560164465
41554.5533471888,Defense Specialist,7895.272894346391
42084.68919149921,Defense Specialist,7895.273129001517
42621.588290153246,Defense Specialist,7895.273360048038
43165.336925959,Defense Specialist,7895.273587550681
43716.02248248502,Defense Specialist,7895.273811572764
44273.73345810337,Defense Specialist,7895.274032176213
44838.55948021191,Defense Specialist,7895.274249421598
45410.591319637584,Defense Specialist,7895.274463368187
45989.92090522438,Defense Specialist,7895.27467407396
46576.64133860644,Defense Specialist,7895.274881595662
47170.84690917022,Defense Specialist,7895.275085988827
47772.633109207,Defense Specialist,7895.275287307806
48382.09664925957,Defense Specialist,7895.275485605804
48999.33547366384,Defense Specialist,7895.275680934916
49624.44877628914,Defense Specialist,7895.275873346136
50257.537016479226,Defense Specialist,7895.276062889409
50898.70193519685,Defense Specialist,7895.276249613643
51548.04657137365,Defense Specialist,7895.276433566736
52205.67527846975,Defense Specialist,7895.276614795614
52871.69374124356,Defense Specialist,7895.276793346234
53546.20899273613,Defense Specialist,7895.276969263633
54229.32943147155,Defense Specialist,7895.277142591932
54921.16483887789,Defense Specialist,7895.277313374371
55621.82639692926,Defense Specialist,7895.2774816533165
56331.42670601352,Defense Specialist,7895.277647470301
57050.07980302781,Defense Specialist,7895.277810866034
57777.90117970507,Defense Specialist,7895.277971880413
58515.00780117376,Defense Specialist,7895.278130552564
59261.51812475552,Defense Specialist,7895.2782869208395
60017.55211900154,Defense Specialist,7895.278441022851
60783.23128297236,Defense Specialist,7895.2785928954845
61558.67866576306,Defense Specialist,7895.278742574905
62344.01888627864,Defense Specialist,7895.278890096591
63139.37815326057,Defense Specialist,7895.2790354953395
63944.884285569366,Defense Specialist,7895.27917880529
64760.6667327258,Defense Specialist,7895.279320059934
65586.85659571436,Defense Specialist,7895.279459292122
66423.58664805138,Defense Specialist,7895.279596534096
67270.99135712336,Defense Specialist,7895.279731817496
68129.20690579608,Defense Specialist,7895.279865173369
68998.37121430025,Defense Specialist,7895.279996632183
69878.62396239558,Defense Specialist,7895.280126223845
70770.10661181889,Defense Specialist,7895.280253977715
71672.9624290174,Defense Specialist,7895.280379922608
72587.33650817246,Defense Specialist,7895.280504086817
73513.37579451718,Defense Specialist,7895.280626498123
74451.22910795143,Defense Specialist,7895.280747183796
75401.04716695752,Defense Specialist,7895.280866170616
76362.98261282242,Defense Specialist,7895.280983484885
77337.19003416746,Defense Specialist,7895.28109915243
