t,R,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,Sr
1999.0,0.1999999999999951,158113.88300842067,9.191919145436207e-11,3.2561179604767165e-19,-2.426134041320403e-26,1.4887751535964743e-32,-5.5343648239809834e-39,4.3881679183674565e-43,-2.142941999229676e-46,4.9005823807810326e-48,4.357285075515977e-51,3.4781972406890825e-48,-9.60817945998258e-54,-2.763746831159018e-55,-2.612945431570855e-55,-2.5843201986476978e-55,-2.5775234640765228e-55,-2.5757188096477883e-55,-2.575201907676825e-55,-2.5750449953168052e-55,-2.574995005824713e-55,31622.776601683792
1999.0,0.20000000000000004,162178.04036178277,2.0875853000342616e-10,5.6128910510599994e-14,-6.874357859982781e-16,-6.360503568022277e-17,1.6824794323592728e-17,3.7241690474107454e-19,-6.332806255868341e-19,1.9544790318091132e-19,3.9500381773765614e-20,2.1109243613047494e-18,-2.084133228472202e-20,-2.084130923483197e-20,-2.0841284156197665e-20,-2.0841271325821725e-20,-2.084126447100355e-20,-2.084126081026948e-20,-2.084125875057961e-20,-2.0841257570320654e-20,-2.0841256841591714e-20,32435.608072358114
1999.0,0.19999999999999957,166346.66276704503,-2.0403027804701714e-10,-1.1754932733833632e-13,-6.025301735919205e-16,4.614394225569833e-17,-8.343309661605336e-18,1.6471781280379024e-19,3.6524706975599786e-20,-2.56797099274151e-20,-1.3686978517839887e-20,-2.3449870207935945e-19,-3.0876171605565035e-21,-3.087580481865377e-21,-3.0875741900893635e-21,-3.0875717870350913e-21,-3.0875706856511202e-21,-3.0875701226920835e-21,-3.0875697933269337e-21,-3.0875696370014446e-21,-3.087569509007855e-21,33269.332553410386
1999.0,0.20000000000000037,170622.43539264824,7.589314441063871e-10,8.401047932502479e-14,-9.899424647561895e-16,-4.9248638035114025e-17,1.1147194607683144e-17,1.2592347314942185e-18,-3.0404313258869257e-19,6.624034655134275e-20,-1.2367385687161457e-22,7.377579272080092e-19,-1.5795173451640782e-20,-1.5795118576993814e-20,-1.5795097505006973e-20,-1.5795087332240397e-20,-1.5795082197930266e-20,-1.5795079363496704e-20,-1.5795077786762035e-20,-1.5795076900388777e-20,-1.5795076340125874e-20,34124.487078528895
1999.0,0.19999999999999912,175008.11242653872,-2.050015919610585e-10,-6.108444169998908e-14,-4.443091565070831e-16,9.869346080830165e-18,-5.106112009004505e-19,-2.0311538673036405e-19,-1.6459426805037342e-19,4.703178466031279e-21,4.026098796212033e-21,-4.7094146314873226e-20,-2.844066998932216e-22,-2.8440866624793025e-22,-2.8440846604935213e-22,-2.844083142830532e-22,-2.8440822326948233e-22,-2.844081740251822e-22,-2.8440814546110215e-22,-2.8440813092916354e-22,-2.8440811968336106e-22,35001.62248530942
1999.0,0.19999999999999696,179506.51885034356,-1.5688117594250812e-10,-6.609336618277756e-14,-3.447638991205558e-16,-2.677084935296615e-17,1.1299279182603027e-17,6.529934365148138e-19,-3.273600401232901e-19,1.290715053869602e-19,-1.4573762434983984e-20,1.5163162991581428e-18,-2.941030261742873e-20,-2.9410186261929945e-20,-2.9410145640470076e-20,-2.9410126531422544e-20,-2.94101169335787e-20,-2.941011163902926e-20,-2.9410108697734506e-20,-2.941010708340103e-20,-2.9410106039927964e-20,35901.303770070685
1999.0,0.19999999999999757,184120.55225894204,-1.1501410992727603e-10,-1.2866530484082797e-14,6.839416000174488e-18,-6.113704821203286e-17,2.130899337462244e-17,-2.5940830927006795e-18,-1.0412892900789533e-18,-9.386058367471709e-20,-1.7931784122111807e-21,-2.1317940640218768e-18,4.1020458476952314e-22,4.101978628933957e-22,4.101971812993836e-22,4.101968993121475e-22,4.101967621246153e-22,4.101966895131356e-22,4.1019664909413167e-22,4.101966255670811e-22,4.1019661134332925e-22,36824.11045179003
1999.0,0.2000000000000229,188853.18472699422,2.722889904575122e-09,7.077221312810176e-13,-1.1184226552197235e-15,-2.1140934002664805e-16,1.3196389135876816e-17,-8.957609020558494e-20,4.0303287046329437e-19,-5.031928100818812e-19,5.2572433191201934e-20,-5.9241681953209824e-18,1.8259165458268135e-19,1.8259079168623483e-19,1.8259052498443533e-19,1.8259040409841571e-19,1.8259034321290175e-19,1.8259031100970709e-19,1.8259029291359588e-19,1.8259028237453422e-19,1.8259027621620877e-19,37770.63694539364
1999.0,0.19999999999999954,193707.46472319975,3.101278726695068e-10,8.38035516620717e-14,-9.213867334564147e-16,-8.161228029518673e-17,2.2483222140934813e-17,1.3746500427646476e-18,-5.209521305978329e-19,2.0065417765470142e-19,-7.071894785247447e-22,1.5625656539623164e-18,-3.40529981683402e-20,-3.405288141996598e-20,-3.4052835673361824e-20,-3.405281365515918e-20,-3.4052802486284685e-20,-3.405279645676081e-20,-3.405279310695541e-20,-3.405279112726155e-20,-3.405278994341182e-20,38741.49294464184
1999.0,0.20000000000000595,198686.51907428243,9.792338992244943e-10,1.6436582601995928e-13,-1.9089296377831814e-15,-1.1417424230363143e-16,1.4076487179945865e-17,-2.555071115848289e-18,-5.460545307241984e-19,4.2950986385595974e-19,-1.8095108848358664e-20,4.8298577111422266e-18,-4.5564503099567134e-20,-4.556426810464992e-20,-4.556419675420855e-20,-4.556416543583289e-20,-4.5564149830673375e-20,-4.5564141508900476e-20,-4.5564136950543587e-20,-4.5564134330751254e-20,-4.556413298098057e-20,39737.303814856044
