t,R,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,Sr
1999.0,0.19999999999999715,158113.88300842798,7.68337622537875e-10,6.688964069665132e-19,4.787081883238349e-27,-9.701573389237733e-33,2.005250674403813e-39,5.668965907069422e-42,-5.8465638420197934e-46,-2.1413513276348293e-50,6.328156349016506e-53,-6.302827951535332e-51,-2.154348541144295e-53,-2.8946402481243564e-54,-2.7904590958817657e-54,-2.774542036907525e-54,-2.771534328474451e-54,-2.7709013595635903e-54,-2.7707578970814114e-54,-2.7707234593494327e-54,-2.770714785439395e-54,31622.776601683792
1999.0,0.1999999999999999,162178.04036178242,2.3117880264193893e-10,6.222560898511868e-14,-7.487609645531668e-16,-6.666117641210573e-17,1.7839052516055247e-17,3.6037452097682206e-19,-6.957380771445181e-19,2.072426291992325e-19,4.3055658550128074e-20,2.237789222947274e-18,-2.2297483863927388e-20,-2.2297456822557858e-20,-2.2297436083078488e-20,-2.2297427694684516e-20,-2.2297424173593826e-20,-2.229742264745838e-20,-2.229742183887936e-20,-2.2297421524881104e-20,-2.2297421498237422e-20,32435.608072358114
1999.0,0.199999999999999,166346.66276704436,-1.7869688242447493e-10,-1.70448380451844e-13,1.9154488455526829e-16,4.008228778551675e-17,-1.4896861817039114e-17,2.985275799339094e-19,1.635888122037306e-19,-1.839761556948843e-20,-1.320818559876488e-20,-1.3438431084962767e-19,-4.590889526121461e-21,-4.590845711784392e-21,-4.590838336216227e-21,-4.59083622596977e-21,-4.5908354813003305e-21,-4.59083507854234e-21,-4.590834975560816e-21,-4.590834881687906e-21,-4.59083481742825e-21,33269.332553410386
1999.0,0.20000000000000046,170622.4353926482,7.59178864369288e-10,8.409222884852107e-14,-9.90651076433394e-16,-4.926862972350065e-17,1.1150948227599507e-17,1.2602043065978395e-18,-3.0421376851890656e-19,6.625029841225163e-20,-1.1678464707322457e-22,7.378005830717993e-19,-1.5800822013775462e-20,-1.5800768976802043e-20,-1.580075302155225e-20,-1.5800746893434873e-20,-1.580074436734343e-20,-1.5800743275608015e-20,-1.5800742781770035e-20,-1.5800742552214376e-20,-1.5800742469412383e-20,34124.487078528895
1999.0,0.19999999999999907,175008.11242653875,-2.2249465041293736e-10,-5.675296122839474e-14,-3.9628893980186404e-16,8.614751725836428e-18,-4.397595840666041e-19,-1.9957602056079745e-19,-1.5665163780032947e-19,4.875694514656403e-21,3.914766272413014e-21,-4.0047605587708175e-20,-3.1772585775426016e-22,-3.177276661127722e-22,-3.177274510534636e-22,-3.1772734400914383e-22,-3.177272939377385e-22,-3.177272743104186e-22,-3.177272644228622e-22,-3.1772726027254486e-22,-3.1772725551018165e-22,35001.62248530942
1999.0,0.19999999999999693,179506.51885034362,-1.5585877815934215e-10,-6.57476683416288e-14,-3.4603584898635023e-16,-2.6862276151628075e-17,1.131627543685662e-17,6.542990082540816e-19,-3.2736059938376115e-19,1.293300628824e-19,-1.4486381890537664e-20,1.5192635434676027e-18,-2.9453461554415563e-20,-2.9453349195738796e-20,-2.945331851961701e-20,-2.945330696832007e-20,-2.9453302235775144e-20,-2.945330017603235e-20,-2.9453299285321855e-20,-2.945329884513279e-20,-2.945329861567127e-20,35901.303770070685
1999.0,0.1999999999999991,184120.55225894196,-2.6669416630742496e-10,-4.5171594323177975e-14,-3.164035343563077e-16,6.662912825519179e-18,-3.3443237058815895e-19,-1.9075306786400188e-19,-1.413528042225594e-19,5.27878941661634e-21,3.948454907078089e-21,-1.0984827327395675e-19,-3.0938425204718605e-22,-3.0938662230561114e-22,-3.093864124649554e-22,-3.0938630334874683e-22,-3.0938625415357596e-22,-3.0938623294778294e-22,-3.093862239298588e-22,-3.093862186097786e-22,-3.093862182789771e-22,36824.11045179003
1999.0,0.20000000000001997,188853.18472699678,2.4576173906878873e-09,6.370844811567002e-13,-8.400252312290756e-16,-1.8513423472942898e-16,1.1263863403139004e-17,7.355086873023757e-21,4.144615320833454e-19,-4.751978964161036e-19,4.524694535235948e-20,-5.5502709638907764e-18,1.6808891585896443e-19,1.6808816275231358e-19,1.6808797893819362e-19,1.6808791133578253e-19,1.6808788458662767e-19,1.680878725373541e-19,1.6808786761932906e-19,1.6808786523914923e-19,1.6808786432034453e-19,37770.63694539364
1999.0,0.1999999999999996,193707.46472319987,3.0344860656731263e-10,8.20550428380206e-14,-9.07378372768127e-16,-8.034431011599714e-17,2.213983281059108e-17,1.350832252686379e-18,-5.12314481717575e-19,1.974197382727657e-19,-7.2956999496826995e-22,1.538802837919484e-18,-3.347354702122354e-20,-3.347343633667118e-20,-3.347340199153794e-20,-3.347338885176104e-20,-3.3473383480932806e-20,-3.3473381200431226e-20,-3.347338015908643e-20,-3.3473379688855456e-20,-3.347337943869153e-20,38741.49294464184
1999.0,0.2000000000000059,198686.51907428243,9.761956636755738e-10,1.7849871537030018e-13,-2.6728820299481945e-15,-1.7958130091596285e-16,1.5611579400529303e-17,-2.9247551217759083e-18,-2.7629277552949858e-19,4.686942401519142e-19,-1.8971494864878696e-20,6.157890956603627e-18,-3.7776380173498906e-20,-3.7776158463704266e-20,-3.7776112915202405e-20,-3.777609695461044e-20,-3.7776090820646325e-20,-3.777608808978324e-20,-3.7776087025618745e-20,-3.7776086306031144e-20,-3.777608632174444e-20,39737.303814856044
