t,R,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,Sr
1999.0,0.19999999999997306,158113.88300844576,2.550481921269122e-09,6.825445572097487e-18,-2.3497736957737504e-25,4.868101915930923e-31,-8.864689069684882e-37,2.222530211431982e-40,-3.9131087961249056e-43,-5.497499967166571e-46,1.1146946971401116e-50,-3.684355820017937e-46,3.9990052768025793e-51,1.6287960636350184e-52,1.5872227914472382e-52,1.5820393246717305e-52,1.5812323129108909e-52,1.5810926801397303e-52,1.581066682718327e-52,1.581061558215661e-52,1.5810604984708344e-52,31622.776601683792
1999.0,0.1999999999999998,162178.040361782,2.550234224829398e-10,6.93508897080895e-14,-7.223157810099749e-16,-7.435156029495989e-17,1.878834824534025e-17,4.926402571351726e-19,-6.938108170289936e-19,2.2877416964394103e-19,4.5220078988578066e-20,2.4722407662392256e-18,-2.4228750546185038e-20,-2.4228721965288277e-20,-2.422870469732843e-20,-2.4228699155029687e-20,-2.422869704286954e-20,-2.4228696343786406e-20,-2.4228696083202018e-20,-2.4228695982888272e-20,-2.4228695947634816e-20,32435.608072358114
1999.0,0.1999999999999996,166346.66276704505,-1.9935794377799338e-10,-1.2057521542503988e-13,-6.113697485175596e-16,4.730087868105325e-17,-8.453493903507319e-18,1.6244799519772396e-19,3.727851212705995e-20,-2.5726323961118547e-20,-1.380298347830706e-20,-2.340747308006427e-19,-3.186876686059877e-21,-3.186844578912797e-21,-3.1868411517113257e-21,-3.186840246428029e-21,-3.1868399718258945e-21,-3.1868398547152276e-21,-3.18683981933043e-21,-3.1868398068934516e-21,-3.1868398245310586e-21,33269.332553410386
1999.0,0.20000000000000043,170622.4353926482,7.602633430958169e-10,8.410258137099001e-14,-9.911767295842122e-16,-4.9341711320373564e-17,1.1162057655657565e-17,1.2631109913767383e-18,-3.0469610317348907e-19,6.635190005911113e-20,-1.0470020795838244e-22,7.388738830953119e-19,-1.5831685478197428e-20,-1.5831635362553554e-20,-1.583162337152487e-20,-1.5831619559392002e-20,-1.5831618261767238e-20,-1.5831617802671955e-20,-1.5831617608054754e-20,-1.5831617542598928e-20,-1.583161754402566e-20,34124.487078528895
1999.0,0.19999999999999918,175008.11242653872,-1.9366736705488793e-10,-6.583771993308994e-14,-4.542231494563484e-16,1.035057666349242e-17,-5.371688847838149e-19,-2.0679756807783865e-19,-1.6797182115069557e-19,4.670061259640258e-21,4.0281913424539224e-21,-4.928637294135435e-20,-2.662995104339076e-22,-2.6630122655353936e-22,-2.6630110723643513e-22,-2.66301051983633e-22,-2.663010313087233e-22,-2.663010234914954e-22,-2.6630102102970194e-22,-2.6630101965942817e-22,-2.6630101861508325e-22,35001.62248530942
1999.0,0.19999999999999693,179506.51885034356,-1.559987054881441e-10,-6.579180992859423e-14,-3.4596570888736993e-16,-2.6843840802211742e-17,1.1312968655517329e-17,6.539261642568978e-19,-3.2759755473310643e-19,1.2909803906099268e-19,-1.4547596515780838e-20,1.5162893152221445e-18,-2.9407336585144903e-20,-2.9407231789359613e-20,-2.9407208750270276e-20,-2.940720148384322e-20,-2.940719905774254e-20,-2.9407198330175656e-20,-2.9407198004496244e-20,-2.9407197869028246e-20,-2.940719779890084e-20,35901.303770070685
1999.0,0.19999999999999885,184120.55225894207,-2.0656394913623883e-10,-1.8509229587293916e-13,2.3350045081423705e-16,4.6021406450670085e-17,-1.6329225781433752e-17,2.936749218982121e-19,1.539405197982112e-19,-4.03152054256494e-20,-2.0374435317193877e-20,-2.751685284371942e-19,-1.1283888103407841e-20,-1.128382462046061e-20,-1.1283814857269143e-20,-1.1283811954071293e-20,-1.1283811080351376e-20,-1.1283810678716179e-20,-1.1283810557453492e-20,-1.1283810585282942e-20,-1.1283810566870667e-20,36824.11045179003
1999.0,0.20000000000002316,188853.184726994,2.728859961347975e-09,7.091424534227695e-13,-1.1246064914842376e-15,-2.119621352695021e-16,1.3239267930162419e-17,-9.23743165075347e-20,4.0233515457915687e-19,-5.034260561529979e-19,5.2764406445239453e-20,-5.928421944763047e-18,1.8283824264884078e-19,1.828374703780464e-19,1.8283731976456106e-19,1.8283727450447549e-19,1.8283725839977042e-19,1.8283725309670776e-19,1.8283725112921381e-19,1.8283725037494649e-19,1.8283725112444784e-19,37770.63694539364
1999.0,0.19999999999999954,193707.46472319966,3.1563643429684524e-10,8.534720707925474e-14,-9.34149286724144e-16,-8.265459068959529e-17,2.2767164033699672e-17,1.3947779065442293e-18,-5.282195276398008e-19,2.0331382875221033e-19,-6.625137752548325e-22,1.5814616017638198e-18,-3.4526002338161956e-20,-3.45258954350649e-20,-3.452586866773203e-20,-3.4525860300938e-20,-3.4525857519792783e-20,-3.452585646388143e-20,-3.452585612626004e-20,-3.4525855967413334e-20,-3.452585594779609e-20,38741.49294464184
1999.0,0.20000000000000576,198686.51907428246,9.717399817267407e-10,1.7662844590443046e-13,-2.6468892637344226e-15,-1.7743080757619988e-16,1.537995305472498e-17,-2.895941448037711e-18,-2.7818580847930157e-19,4.614856002105136e-19,-1.8425866513170118e-20,6.047422051273646e-18,-3.7123669870184817e-20,-3.7123468080135336e-20,-3.712343486579091e-20,-3.712342495178293e-20,-3.712342203023809e-20,-3.712342075737791e-20,-3.7123420411479135e-20,-3.7123420375062526e-20,-3.712342028012443e-20,39737.303814856044
