t,R,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,Sr
1999.0,0.20000000000004783,158113.8830084394,1.9570557615353647e-09,9.237738539456671e-19,-4.955458935329784e-25,5.764744456185189e-32,6.392598876606257e-37,-3.027500092045038e-40,-1.547118413413902e-42,-4.1954255279476105e-47,1.5446691959310763e-48,2.009370956119102e-47,-1.465538192603043e-50,-1.5928095977787677e-51,-1.5666984881869656e-51,-1.5641871360189104e-51,-1.5638812493939075e-51,-1.5638399090185752e-51,-1.563833901221329e-51,-1.563832977178533e-51,-1.5638328280907219e-51,31622.776601683792
1999.0,0.19999999999999996,162178.0403617825,2.253008773362518e-10,6.063048810966425e-14,-7.342447879430488e-16,-6.567769498993021e-17,1.7562276970069947e-17,3.518912251529581e-19,-6.842321807894252e-19,2.0350589414594223e-19,4.222090965821345e-20,2.197457221223058e-18,-2.1894779933367738e-20,-2.189475951585252e-20,-2.1894749035930884e-20,-2.189474632821795e-20,-2.189474560221198e-20,-2.1894745271111642e-20,-2.1894745338384474e-20,-2.1894745192394542e-20,-2.1894745187145766e-20,32435.608072358114
1999.0,0.19999999999999915,166346.6627670452,-1.687567235191431e-10,-1.334841838221228e-13,1.256931336591293e-16,2.5647117984001097e-17,-1.247026757604855e-17,-6.7334186904637325e-21,5.028825053742796e-20,-1.9851279437418872e-20,-1.0686254143165081e-20,-2.0307688834106533e-19,1.0389840813475935e-22,1.039212197060233e-22,1.0392220404520901e-22,1.0392205448437539e-22,1.0392228741607878e-22,1.0392206244297507e-22,1.0392205401432933e-22,1.0392205474976722e-22,1.0392227948390017e-22,33269.332553410386
1999.0,0.20000000000000043,170622.43539264824,7.59697131031657e-10,8.403445763029468e-14,-9.906219616549301e-16,-4.928825857227852e-17,1.1154347498008497e-17,1.2612494236072253e-18,-3.0439972212933205e-19,6.63077570001306e-20,-1.1311409271291159e-22,7.384477310354397e-19,-1.5816325487269593e-20,-1.581628049200184e-20,-1.5816272358781282e-20,-1.5816270336910434e-20,-1.5816269786026882e-20,-1.5816269672725633e-20,-1.581626962970424e-20,-1.5816269615093897e-20,-1.5816269581178443e-20,34124.487078528895
1999.0,0.19999999999999918,175008.11242653875,-1.9781635281261857e-10,-6.444493455780973e-14,-4.45434687307074e-16,1.0072847466914815e-17,-5.189061940480409e-19,-2.0639941327936816e-19,-1.6649548888898806e-19,4.6870371580312895e-21,4.012007757318332e-21,-4.816740426294404e-20,-2.738963211783434e-22,-2.7389800053824037e-22,-2.738979069139389e-22,-2.738978760045413e-22,-2.738978668375775e-22,-2.7389786445376332e-22,-2.73897863792321e-22,-2.7389786293028023e-22,-2.7389786322893155e-22,35001.62248530942
1999.0,0.1999999999999969,179506.51885034353,-1.5772381713144303e-10,-6.635875974763576e-14,-3.440725309614587e-16,-2.6680584705141114e-17,1.1283353595981603e-17,6.5211420701209825e-19,-3.27184556641736e-19,1.2904306410864092e-19,-1.4572989959670223e-20,1.516047055023024e-18,-2.9407421403363627e-20,-2.940732723647742e-20,-2.9407311628217477e-20,-2.9407307778793234e-20,-2.9407306784846193e-20,-2.9407306614323285e-20,-2.9407306430830634e-20,-2.94073065106803e-20,-2.9407306399172294e-20,35901.303770070685
1999.0,0.19999999999999965,184120.55225895086,2.871174971875337e-10,7.848587195771133e-15,6.119200197411343e-17,-1.3309814069914217e-18,1.6140650165508938e-20,2.4813076996638337e-20,5.0937335487973015e-20,-2.1390825853396003e-20,-1.5806835695588672e-21,-2.1056728639198982e-19,3.419829171763685e-21,3.419819052764365e-21,3.419817229372846e-21,3.419816795575571e-21,3.419816676127049e-21,3.419816644343586e-21,3.4198166476906286e-21,3.419816627522982e-21,3.419816626779516e-21,36824.11045179003
1999.0,0.20000000000002324,188853.18472699416,2.727074401793575e-09,7.087067313171078e-13,-1.1225746839363638e-15,-2.1179326137886567e-16,1.3225477104134745e-17,-9.158299019501386e-20,4.029605245718686e-19,-5.031747274464522e-19,5.26619654235217e-20,-5.923700953158077e-18,1.8268951895223276e-19,1.8268881293268276e-19,1.8268871344014905e-19,1.826886885824234e-19,1.8268868345134448e-19,1.8268868093644063e-19,1.8268868148098545e-19,1.8268868108030244e-19,1.8268868103514745e-19,37770.63694539364
1999.0,0.19999999999999954,193707.46472319964,3.136625020651949e-10,8.478836897784078e-14,-9.287318280259605e-16,-8.234825628235985e-17,2.2673748590175336e-17,1.3884030540238643e-18,-5.254617633516014e-19,2.0239717197444656e-19,-6.962416022938786e-22,1.5756489867028043e-18,-3.436270156730192e-20,-3.4362606361825153e-20,-3.436258838389713e-20,-3.43625839944347e-20,-3.436258281135388e-20,-3.4362582523757423e-20,-3.436258242247108e-20,-3.436258239075717e-20,-3.436258237829003e-20,38741.49294464184
1999.0,0.20000000000000615,198686.51907428232,9.889701539666239e-10,1.6809951767341717e-13,-1.9466802045186054e-15,-1.1756380772694509e-16,1.4609274882158682e-17,-2.5593608558718934e-18,-5.296958601700263e-19,4.481034375616604e-19,-2.0227652784882586e-20,5.138947346633406e-18,-4.80648260077029e-20,-4.8064626780503815e-20,-4.806459872579866e-20,-4.8064591779454494e-20,-4.8064590359339277e-20,-4.806459003233393e-20,-4.8064589864704446e-20,-4.80645898031387e-20,-4.8064589744796325e-20,39737.303814856044
1999.0,0.20000000000000204,203793.55497871983,-9.609963609614639e-10,-3.344490680570849e-13,1.3087821727092297e-15,1.6699095328689403e-16,-2.2958453522252953e-17,3.604961239249326e-18,1.6905347660179596e-19,-3.5059802590608177e-19,1.7647672268153532e-20,-5.050399590367927e-18,1.8969927409393762e-20,1.896986805739636e-20,1.896985717883672e-20,1.8969854781580146e-20,1.8969853903740795e-20,1.8969853723060123e-20,1.896985376489448e-20,1.8969853740188893e-20,1.8969853863846264e-20,40758.7109957404
1999.0,0.20000000000000093,209031.86207278376,-2.763547564980275e-11,-1.4228191286341536e-14,-2.2344688613481894e-16,-1.56564056622283e-17,4.6735268260384785e-18,2.4427282022889376e-19,-1.0339078485703399e-19,4.4796785465080804e-20,9.158960999977127e-22,1.0266402481880622e-19,-6.276555897621738e-21,-6.276539805763775e-21,-6.276536499437236e-21,-6.276535698379622e-21,-6.276535490881306e-21,-6.2765354250649075e-21,-6.276535407188898e-21,-6.2765354016288904e-21,-6.2765353989101326e-21,41806.37241455762
1999.0,0.19999999999999943,214404.81454961593,-1.624931136579428e-10,-1.5631198013958142e-13,5.034052110423376e-16,3.642327798671957e-17,-6.332196215131389e-18,6.14197897972882e-19,-5.360097008179593e-20,-3.412294273016706e-20,-1.0074816481828822e-20,-6.913810778477943e-19,-1.9534674836549376e-22,-1.9532196618266807e-22,-1.9532140669628854e-22,-1.953213375879409e-22,-1.9532133749288054e-22,-1.9532133486684206e-22,-1.953213355390714e-22,-1.9532133566086966e-22,-1.9532133355848043e-22,42880.962909924616
1999.0,0.2000000000000004,219915.87333251536,8.035901027483632e-10,7.819885157932227e-14,-8.533616629954253e-16,-2.3500361428139314e-16,5.3110687983362885e-17,2.013176379060931e-17,1.5085462946213698e-18,-4.975435216148937e-20,-1.6332466027137468e-20,5.827738288679585e-18,-1.1809775358635905e-21,-1.180921877149673e-21,-1.1809210910061096e-21,-1.1809209333739673e-21,-1.1809208930567434e-21,-1.180920882261184e-21,-1.1809208787852297e-21,-1.1809208781263533e-21,-1.1809208775535782e-21,43983.17466650228
1999.0,0.19999999999999943,225568.58830427888,-2.2544975349335579e-10,-1.0728703790147406e-13,-5.442671915345305e-16,4.2539432571862326e-17,-7.811420156643518e-18,1.515312353561525e-19,1.4022477174600548e-20,-3.345756521074382e-20,-1.790039308196338e-20,-9.38695298663302e-20,-6.309498966077627e-21,-6.3094517140601144e-21,-6.309447885170754e-21,-6.3094470485850675e-21,-6.309446845125311e-21,-6.3094467897238984e-21,-6.30944675650373e-21,-6.309446765974756e-21,-6.309446749421832e-21,45113.717660857656
1999.0,0.20000000000000115,231366.60059393552,-2.969466182247318e-10,-3.700186900353692e-14,-9.319269740394793e-18,-7.895404302147131e-18,-1.5686067646652257e-18,1.4538389492193807e-19,4.0203556012066573e-20,6.531089196103387e-20,1.516218175786542e-20,5.277192591313898e-19,2.8595474480144833e-22,2.8594529496781443e-22,2.859450420027498e-22,2.859449980319754e-22,2.8594498739712233e-22,2.859449846866417e-22,2.859449839138865e-22,2.8594498368429765e-22,2.859449836151859e-22,46273.320118786934
1999.0,0.20000000000000723,237313.6449219686,1.0572907423108157e-09,2.1492649016387131e-13,-2.403604170843872e-15,-1.7922645479728743e-16,4.606054556435413e-17,3.4151954306514397e-18,-1.5465596609301797e-18,5.530190694257055e-19,1.0668905500063668e-19,-1.334606532672441e-17,-6.046799009356244e-20,-6.046797870086171e-20,-6.046794757249873e-20,-6.046793992578028e-20,-6.04679379978686e-20,-6.04679374259274e-20,-6.046793718131636e-20,-6.046793702543815e-20,-6.04679371143956e-20,47462.728984393456
1999.0,0.20000000000000345,243413.55200611675,8.969521563881443e-10,1.358344554222004e-13,-1.5959127491629656e-15,-8.923270691940638e-17,1.0088857151584055e-17,-2.475825443069444e-18,-5.48246085027583e-19,3.6854250890303724e-19,1.691574895789172e-20,-6.383113212106793e-18,-2.954077332871057e-20,-2.954071544193522e-20,-2.954069838187894e-20,-2.9540694535626e-20,-2.9540693435003304e-20,-2.9540693160359014e-20,-2.954069308072511e-20,-2.954069314023643e-20,-2.9540693052046814e-20,48682.71040122284
1999.0,0.19999999999999946,249670.2510288193,-1.682080183776345e-10,-1.3314304731614596e-13,1.2242670765193454e-16,2.5763637167585903e-17,-1.2152413635206282e-17,3.5649043124988793e-20,3.423772386365364e-20,-2.783536204215263e-20,-1.6194741463385154e-20,7.319134334587219e-19,-6.260443730246816e-21,-6.260401186625754e-21,-6.260397455615555e-21,-6.2603966283765354e-21,-6.26039641177098e-21,-6.260396353266202e-21,-6.2603963381827085e-21,-6.2603963349918375e-21,-6.260396331328059e-21,49934.050205765205
1999.0,0.1999999999999994,256087.77216820366,-2.1156592880453804e-10,-6.001440147489638e-14,-4.182998530321875e-16,9.272419637595551e-18,-5.252018196618984e-19,-1.3233162252193279e-19,-1.071456962768022e-19,1.1868587367052662e-20,3.582325159364895e-21,-1.590746680057063e-18,-2.108895384780855e-22,-2.108924140300828e-22,-2.108923227344413e-22,-2.1089229667252168e-22,-2.1089228996198169e-22,-2.1089228703842092e-22,-2.1089228744349614e-22,-2.1089228701757123e-22,-2.1089228695000212e-22,51217.554433642414
1999.0,0.19999999999999973,262670.2491940313,5.114866134270062e-10,1.5779137164556815e-14,-3.84521874170839e-16,-8.009724696078978e-18,1.7264562891662766e-18,2.108004469695382e-19,-1.3276124858526605e-19,4.0377787062605775e-21,6.350680547719907e-21,-1.7460169517130975e-18,-6.743792474851694e-22,-6.743909217566723e-22,-6.743907436314727e-22,-6.743906661627604e-22,-6.743906391350234e-22,-6.743906326381255e-22,-6.743906392032607e-22,-6.7439063234469425e-22,-6.743906326604598e-22,52534.04983880626
1999.0,0.2000000000000019,269421.9221304323,-6.781144702533992e-10,-3.687124784604778e-13,-1.908278017563361e-15,3.3924334662845026e-16,-3.6145234074299585e-17,-3.115122259949406e-18,3.689969052727469e-18,1.2367072993618802e-18,1.5027496466154662e-19,3.540863964591015e-17,-4.4305210627556484e-21,-4.430738251944748e-21,-4.430735979547607e-21,-4.430735395893416e-21,-4.43073524523599e-21,-4.430735203649699e-21,-4.430735191648261e-21,-4.430735188094943e-21,-4.430735187012963e-21,53884.38442608224
1999.0,0.1999999999999999,276347.13998701476,-8.453874365487478e-10,-3.3826277999868415e-13,1.0116425283101715e-15,1.375322748840561e-16,-3.226232497799699e-17,7.113146445095003e-19,9.583113296086827e-19,-1.7501893112135075e-19,-4.953978980135907e-20,2.148039863330214e-17,-3.6875983327497835e-21,-3.687513397615685e-21,-3.687510636540938e-21,-3.687510132045846e-21,-3.687510009853521e-21,-3.687509976265002e-21,-3.687509965029842e-21,-3.6875099600871654e-21,-3.687509962613561e-21,55269.427997401675
1999.0,0.1999999999999995,283450.36356036534,-1.5545359735788056e-10,-1.8310331195673332e-13,-1.0437811520422054e-15,3.9397852666013437e-17,-7.684074540923709e-19,9.66146143182109e-19,-3.695103152227276e-19,-6.866863140072457e-20,3.8860304866600744e-21,-1.52810489731327e-18,1.2871378721785034e-21,1.28712958285067e-21,1.287128769090408e-21,1.2871285956708816e-21,1.2871285527961585e-21,1.2871285395059044e-21,1.2871285359629037e-21,1.287128534808219e-21,1.287128534586818e-21,56690.07271207434
1999.0,0.19999999999999946,290736.16830730264,-2.2533375740531023e-10,-5.5922485148569106e-14,-3.91454807236318e-16,8.724450868130793e-18,-5.025486446959195e-19,-2.0310097474680096e-19,-1.320733890981132e-19,7.653196206756656e-21,3.7881585461026385e-21,-2.9067853552500605e-18,-1.0044614876714672e-22,-1.0045215516133691e-22,-1.0045214179787138e-22,-1.0045212961697597e-22,-1.0045212694860471e-22,-1.0045212427412502e-22,-1.0045212538571162e-22,-1.004521245688701e-22,-1.0045212545410795e-22,58147.233661462196
1999.0,0.20000000000000587,298209.2472921361,1.9479605864084673e-09,4.658474839335602e-13,-1.1586083366012723e-15,-1.3569312205557797e-16,1.8833205876289908e-17,3.070522033861664e-20,4.829464849083409e-19,-2.870331256040721e-20,-1.3730068574993084e-19,-2.2760219074206964e-18,-5.618225434469694e-21,-5.617362257617993e-21,-5.617352934261792e-21,-5.6173520391534225e-21,-5.617351805521747e-21,-5.617351742648779e-21,-5.6173517706160164e-21,-5.617351768632669e-21,-5.617351768012218e-21,59641.8494584246
1999.0,0.20000000000000556,305874.4142095735,9.54391140383556e-10,2.1967476715792e-13,-2.265132898392696e-15,-1.7984383943579192e-16,4.4046860690160564e-17,-2.061262735604216e-18,-3.90202133049268e-18,2.0123361797380544e-19,2.1033312830868797e-19,-5.239950840275751e-17,-3.4905476901146915e-21,-3.491361644374767e-21,-3.491366112376711e-21,-3.491365925145791e-21,-3.491366044449093e-21,-3.491365903471722e-21,-3.491365929289045e-21,-3.4913659370159876e-21,-3.4913659209758364e-21,61174.882841914594
