t,R,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,Sr
1999.0,0.200000000000062,158113.8830084441,2.9740225543922637e-09,7.094129212029602e-18,-9.668068294699253e-25,-5.403566215527393e-31,2.4681044321934377e-37,9.002587790188612e-43,-1.081759847039353e-45,-2.0902178518249545e-48,4.318706868645348e-52,-1.4187802522714504e-48,9.645737739608047e-54,7.594175551060746e-54,7.526433792459027e-54,7.521853425037927e-54,7.521453154983008e-54,7.52141436903509e-54,7.521410330040179e-54,7.52140988501905e-54,7.52140983361556e-54,31622.776601683792
1999.0,0.20000000000000004,162178.04036178268,2.149776630895068e-10,5.788839522669522e-14,-6.990658380904211e-16,-6.506690515975498e-17,1.716284305750104e-17,3.9542946784937217e-19,-6.402608019121679e-19,2.0043656392221142e-19,4.0381843386183616e-20,2.164596043618052e-18,-2.1285575482112405e-20,-2.128556128429752e-20,-2.128555597576153e-20,-2.128555492168893e-20,-2.1285554609369664e-20,-2.1285554672212228e-20,-2.1285554672561992e-20,-2.128555467908296e-20,-2.128555466181193e-20,32435.608072358114
1999.0,0.19999999999999907,166346.66276704526,-1.6612741513621652e-10,-1.3567149216142894e-13,1.2583022737154877e-16,2.5822543439608903e-17,-1.255231732406607e-17,-1.792245832641158e-21,5.078339081763583e-20,-1.9878416196173277e-20,-1.0708078323661377e-20,-2.0331803172987695e-19,7.69078584978602e-23,7.692631619582167e-23,7.692707730327988e-23,7.692687453723214e-23,7.692711318734813e-23,7.692687769991257e-23,7.692710510608035e-23,7.692710508393065e-23,7.692710521077919e-23,33269.332553410386
1999.0,0.20000000000000356,170622.43539264728,8.394805190978577e-10,1.1444433784821365e-13,-1.2047030914551765e-15,-1.8522833789115564e-18,4.470946088040776e-17,-1.2688147064332274e-17,-5.383815397779772e-18,-5.951354632250191e-19,-3.392661440506629e-22,-8.492807137114348e-18,6.231982257355129e-21,6.2319160750936405e-21,6.2319138745766274e-21,6.231913540260409e-21,6.231913478706886e-21,6.231913466561063e-21,6.231913464037924e-21,6.2319134635294235e-21,6.231913463398034e-21,34124.487078528895
1999.0,0.19999999999999915,175008.11242653872,-2.034249136704365e-10,-6.260527503063966e-14,-4.335965165055156e-16,9.701731317239475e-18,-5.05141014860148e-19,-2.0378781725234493e-19,-1.636883513802565e-19,4.779849385053702e-21,3.9870678370713484e-21,-4.54140498935487e-20,-2.8412934401523983e-22,-2.8413099602397843e-22,-2.841309392501489e-22,-2.8413092569057867e-22,-2.841309228437566e-22,-2.841309223063028e-22,-2.8413092254454897e-22,-2.8413092212693457e-22,-2.84130921908848e-22,35001.62248530942
1999.0,0.19999999999999699,179506.51885034356,-1.5617306833897247e-10,-6.585599048897341e-14,-3.456585495705758e-16,-2.683203964990462e-17,1.1310564868758166e-17,6.53722039122885e-19,-3.2753471263689497e-19,1.2909658291566129e-19,-1.4557230391758734e-20,1.5163919987871864e-18,-2.940922624935911e-20,-2.940914630690709e-20,-2.940913748501044e-20,-2.9409135871077484e-20,-2.940913562168557e-20,-2.9409135554609825e-20,-2.9409135538468365e-20,-2.9409135493212153e-20,-2.940913549486536e-20,35901.303770070685
1999.0,0.1999999999999966,184120.5522589401,-2.1620233471191248e-10,-8.468063336598083e-14,-2.703029785496849e-16,-1.9814057416884532e-17,9.766187758347961e-18,5.579168671082738e-19,-2.9557142321356633e-19,1.2828819220436475e-19,-1.1875057149267291e-20,1.4325890780280452e-18,-2.7588092110297395e-20,-2.758801780506135e-20,-2.7588009372094326e-20,-2.758800804469951e-20,-2.758800766403896e-20,-2.7588007668287286e-20,-2.758800760167334e-20,-2.758800764815825e-20,-2.758800759887731e-20,36824.11045179003
1999.0,0.20000000000002327,188853.18472699414,2.743000206004252e-09,7.126289282120753e-13,-1.1415382170720713e-15,-2.132884219633794e-16,1.3341119830320759e-17,-9.913948153427591e-20,4.0073717638948142e-19,-5.039124862296249e-19,5.316949884671479e-20,-5.9371335492986994e-18,1.833968484441025e-19,1.8339624690927814e-19,1.833961906226941e-19,1.8339618112632547e-19,1.8339617853863743e-19,1.8339617899170638e-19,1.8339617811775214e-19,1.8339617790767416e-19,1.8339617914895608e-19,37770.63694539364
1999.0,0.19999999999999948,193707.46472319958,3.243252081652353e-10,8.801953714524051e-14,-9.558671162981393e-16,-8.435509699180006e-17,2.3227019049058418e-17,1.429694015930945e-18,-5.395459103342046e-19,2.0757803497656283e-19,-5.780695027962421e-22,1.6120575953459867e-18,-3.5302493664040496e-20,-3.530241197610664e-20,-3.5302401439071196e-20,-3.5302399673146537e-20,-3.530239931590212e-20,-3.530239919669428e-20,-3.530239927887714e-20,-3.530239922864322e-20,-3.530239918196275e-20,38741.49294464184
1999.0,0.20000000000000578,198686.51907428243,9.710342901907309e-10,1.7637701612648718e-13,-2.643233085420409e-15,-1.7709815575322544e-16,1.5346330724410822e-17,-2.889580621040593e-18,-2.778224777433801e-19,4.604886162588116e-19,-1.8363466789780246e-20,6.0335127760952574e-18,-3.70450425847201e-20,-3.7044883120559286e-20,-3.704487056156513e-20,-3.7044868425455483e-20,-3.704486809192262e-20,-3.704486799320621e-20,-3.704486797203684e-20,-3.704486798205586e-20,-3.7044867950396437e-20,39737.303814856044
