t,R,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,Sr
1999.0,0.19999999999999718,158113.8830084117,-5.558056708148317e-10,-1.1609090453317808e-18,-1.0460061850104405e-25,6.701653471501804e-32,6.130604543175769e-39,-1.5002930514862113e-42,-1.5758484742738458e-45,-3.9173387659684002e-47,-3.515874637362463e-50,-3.66661573210755e-47,7.168263229899546e-51,8.141884198179775e-52,4.966740199092263e-52,4.303482414795562e-52,4.1309524815021206e-52,4.08132695555684e-52,4.0663126719354386e-52,4.06168925752553e-52,4.060290109546489e-52,31622.776601683792
1999.0,0.20000000000000032,162178.04036178358,1.5974645436770399e-10,4.227315287281184e-14,-5.687546645806246e-16,-5.453312632741047e-17,1.4349962096028e-17,2.889538884073433e-19,-5.363828767413833e-19,1.6406165319323395e-19,3.2672102694266914e-20,1.7720011468984813e-18,-1.7455235381840543e-20,-1.7454964618141258e-20,-1.74547281704163e-20,-1.7454585191673414e-20,-1.745450104825333e-20,-1.7454448712171265e-20,-1.745441594096246e-20,-1.7454394422561972e-20,-1.745438025101442e-20,32435.608072358114
1999.0,0.19999999999999893,166346.66276704418,-1.8661151411868922e-10,-1.751659351402417e-13,2.0509528567504317e-16,4.098457211662496e-17,-1.526131728816724e-17,3.208910339522664e-19,1.701201112003813e-19,-2.059993134993094e-20,-1.365706677710748e-20,-1.5443281411787917e-19,-4.933053165333475e-21,-4.9327109021415705e-21,-4.932589065645956e-21,-4.932536780892481e-21,-4.93250946417767e-21,-4.932494302373806e-21,-4.93248493008316e-21,-4.932478959640085e-21,-4.932474847612374e-21,33269.332553410386
1999.0,0.20000000000000037,170622.43539264824,7.593552184934376e-10,8.411314230361417e-14,-9.913643016539329e-16,-4.9247317860549365e-17,1.1150346866146689e-17,1.260488948371888e-18,-3.042801223282405e-19,6.627132105848879e-20,-1.0929649176022852e-22,7.380107954911751e-19,-1.5805945529316423e-20,-1.5805529186619908e-20,-1.5805289174643068e-20,-1.5805155250955125e-20,-1.5805078237462448e-20,-1.580503103139005e-20,-1.5805001232352612e-20,-1.5804981839494094e-20,-1.5804969067016417e-20,34124.487078528895
1999.0,0.1999999999999991,175008.11242653872,-2.1586081076149803e-10,-5.871348122239737e-14,-4.094830255545806e-16,8.989464027865139e-18,-4.514401117857883e-19,-2.031925686460902e-19,-1.5996119672937156e-19,4.7722559280421374e-21,3.944792338296639e-21,-4.319287493991074e-20,-3.061571215748952e-22,-3.0616242178485293e-22,-3.0615989222261123e-22,-3.0615772268869152e-22,-3.0615630643999155e-22,-3.06155410243564e-22,-3.0615483588060035e-22,-3.061544597961664e-22,-3.061542117756965e-22,35001.62248530942
1999.0,0.19999999999999693,179506.5188503435,-1.57982772210842e-10,-6.644660644839292e-14,-3.437118947122586e-16,-2.6659384894722135e-17,1.1279344780380604e-17,6.518523041055749e-19,-3.2711366070235156e-19,1.2903405671517362e-19,-1.4580043124947862e-20,1.5160494765826952e-18,-2.9409647920040424e-20,-2.940878783598095e-20,-2.940832446046138e-20,-2.940807179521408e-20,-2.940792732178876e-20,-2.940784003286836e-20,-2.94077843440782e-20,-2.940774833181256e-20,-2.9407724435859034e-20,35901.303770070685
1999.0,0.1999999999999987,184120.5522589414,-2.406573587272051e-10,-1.951304519878886e-13,3.164729194408683e-16,2.8352454089714964e-17,-1.570102496126286e-17,6.717347212770691e-19,1.3051588415971579e-19,-5.64795443441564e-20,-2.1303875448583355e-20,-5.2728941814781655e-19,-1.0426038507748056e-20,-1.0425585338875816e-20,-1.0425396841281113e-20,-1.042530265626328e-20,-1.042525032549656e-20,-1.0425219053229464e-20,-1.0425199374104482e-20,-1.0425186635225382e-20,-1.0425178124186273e-20,36824.11045179003
1999.0,0.2000000000000233,188853.18472699414,2.7360072670573496e-09,7.109679230793881e-13,-1.13403811824925e-15,-2.1264343438597726e-16,1.3291069391412933e-17,-9.577228009369421e-20,4.0154169134723925e-19,-5.037107683567555e-19,5.2956509333022366e-20,-5.9332775697376714e-18,1.8314423063312897e-19,1.8313797924657313e-19,1.8313490438366376e-19,1.8313329749612674e-19,1.8313239088209777e-19,1.831318439262845e-19,1.8313149747816626e-19,1.831312734421477e-19,1.8313112397936964e-19,37770.63694539364
1999.0,0.19999999999999962,193707.46472319984,3.0265566539696593e-10,8.217062691512755e-14,-9.08952503278876e-16,-8.018886901874997e-17,2.21048254755784e-17,1.3503072902162117e-18,-5.115032263420122e-19,1.9705812884518873e-19,-6.610933537186836e-22,1.5348702733798565e-18,-3.33963149775043e-20,-3.339541814779981e-20,-3.3394903308747615e-20,-3.3394619891466876e-20,-3.3394456033958e-20,-3.339435644127557e-20,-3.3394293515924176e-20,-3.33942525713525e-20,-3.339422538772069e-20,38741.49294464184
1999.0,0.20000000000000567,198686.5190742825,9.6760745519816e-10,1.5983837072514314e-13,-1.862552151092696e-15,-1.1037586713961516e-16,1.3556036503590125e-17,-2.466473111293436e-18,-5.321033355165622e-19,4.1369560275035923e-19,-1.7040861517654793e-20,4.6339641049698765e-18,-4.3844349073486375e-20,-4.384266946884292e-20,-4.3841878629440763e-20,-4.3841476469976034e-20,-4.384125225249022e-20,-4.384111939804505e-20,-4.3841036372912025e-20,-4.3840982403021583e-20,-4.384094690726233e-20,39737.303814856044
1999.0,0.1999999999999996,203793.55497870187,4.051421230219851e-10,8.749347341220297e-15,-1.4055375860982681e-16,-1.921742508102279e-18,1.7956134961160076e-19,-2.358679976782408e-20,1.3485526046942333e-20,-2.8771588336440423e-21,-1.5130449115508386e-21,4.141010782379058e-20,8.66397336036548e-22,8.66382614454849e-22,8.663701052221597e-22,8.663627879209835e-22,8.663585124237674e-22,8.663559155162824e-22,8.66354276638736e-22,8.663532115358698e-22,8.663525081456753e-22,40758.7109957404
1999.0,0.19999999999999968,209031.86207278137,-4.085963290752346e-11,-2.024121338101514e-14,-3.567123618483376e-16,-2.5812520763863342e-17,8.636686701584948e-18,4.868311905950269e-19,-2.202971461471176e-19,1.0115780644512864e-19,2.834860636595819e-21,2.3362991217677692e-19,-1.5345447857682993e-20,-1.5345044807516627e-20,-1.5344807145510177e-20,-1.5344676138351362e-20,-1.5344600783090443e-20,-1.5344555076536738e-20,-1.5344526157982122e-20,-1.5344507312587485e-20,-1.5344494851760544e-20,41806.37241455762
1999.0,0.19999999999999943,214404.81454961593,-1.6249114402752835e-10,-1.5622198702531064e-13,5.031030371940417e-16,3.639260896027092e-17,-6.329053681015361e-18,6.138164359421435e-19,-5.3581596207648144e-20,-3.4107443883092605e-20,-1.0071630871005418e-20,-6.909951893817346e-19,-1.9385692238536975e-22,-1.937334865633931e-22,-1.9371175180409483e-22,-1.937063428922884e-22,-1.93704660635487e-22,-1.9370394973893903e-22,-1.937035548121208e-22,-1.9370331230479123e-22,-1.9370316229263177e-22,42880.962909924616
1999.0,0.20000000000008716,219915.87333242226,-8.517278283017728e-09,-9.175815165438637e-12,3.245835904692192e-14,5.770764040006098e-15,-1.9097005305110455e-15,-4.714395506171041e-17,3.14694030418163e-17,-2.0257073094506808e-17,-1.6175150277377546e-18,1.1360187902452716e-17,1.2777049678009285e-18,1.2776859327053527e-18,1.2776681481142656e-18,1.2776576367154918e-18,1.2776514260651814e-18,1.277647634336551e-18,1.277645235168888e-18,1.2776436603904809e-18,1.277642624565468e-18,43983.17466650228
1999.0,0.19999999999999996,225568.5883042901,1.8237995136836782e-10,5.255697816389091e-15,5.786940379796621e-17,-1.4438929527433952e-18,-1.272804875822013e-19,-1.8471966612587838e-19,5.0268779415335186e-20,-5.443858711912288e-22,-4.046178578646785e-21,4.013253522214916e-19,6.634605705608124e-22,6.6347200275393165e-22,6.634660234858128e-22,6.634611585489864e-22,6.634580533874492e-22,6.634560985422746e-22,6.634548537372793e-22,6.634540401381377e-22,6.634535016186055e-22,45113.717660857656
1999.0,0.19999999999999932,231366.6005939271,-1.7781482290160237e-10,-1.762434024245993e-13,6.08816544293016e-16,3.9292190430231456e-17,-1.3815349744696264e-17,2.983902765680718e-19,2.669050857446571e-20,-4.310815239901362e-20,-1.835392224458945e-20,1.106245295061158e-21,-7.171751041564877e-21,-7.171410921793649e-21,-7.171278740725509e-21,-7.17121371293066e-21,-7.171177728329738e-21,-7.17115625914944e-21,-7.171142722524992e-21,-7.17113392232179e-21,-7.171128096852239e-21,46273.320118786934
1999.0,0.2000000000000073,237313.64492196834,1.0367015342673215e-09,2.216466255265186e-13,-2.405646219238616e-15,-1.8532680068224172e-16,4.7857503035807777e-17,3.365041469136747e-18,-1.5682796861720381e-18,5.726448478789841e-19,1.071507145949174e-19,-1.3505761483669446e-17,-6.157127878114788e-20,-6.157014428138598e-20,-6.15692346679528e-20,-6.15687149494969e-20,-6.156841334686023e-20,-6.156822929992688e-20,-6.156811350233344e-20,-6.156803794929851e-20,-6.156798789354683e-20,47462.728984393456
1999.0,0.20000000000000528,243413.55200611628,9.999687897760892e-10,1.727371493065999e-13,-1.9898320328659138e-15,-1.2105619227651249e-16,1.4181621032607297e-17,-3.443511815381124e-18,-7.231951832976941e-19,5.212766045625696e-19,2.0893604849944336e-20,-8.467389246271512e-18,-4.2227690088821766e-20,-4.22262642607279e-20,-4.2225521979019274e-20,-4.2225140273602174e-20,-4.222492720736332e-20,-4.222480031835462e-20,-4.2224720326833064e-20,-4.222466845028641e-20,-4.222463415720612e-20,48682.71040122284
1999.0,0.1999999999999994,249670.2510288193,-1.689422209286482e-10,-1.383708806228911e-13,4.585788305635791e-16,2.5192996784635314e-17,-1.1109973003297356e-17,2.649622374426618e-19,1.153902045408439e-20,-3.4108919058551354e-20,-1.653431536974431e-20,5.18969186543763e-19,-5.798395072707669e-21,-5.798116820640267e-21,-5.7980101256557765e-21,-5.7979576620661905e-21,-5.797928626560728e-21,-5.797911238016572e-21,-5.797900316540317e-21,-5.797893186488277e-21,-5.7978884822314996e-21,49934.050205765205
1999.0,0.20000000000010498,256087.7721682819,1.0400800174559072e-08,1.653422494415276e-11,-7.042789754450428e-14,-8.19642208873346e-17,8.863502264685987e-19,-1.412846312061219e-20,1.1984831058399815e-21,-3.3745843881114283e-21,-1.3573115652764051e-21,2.231875126705809e-20,-2.2572160137551254e-22,-2.25711386838618e-22,-2.257072849086799e-22,-2.2570524590949467e-22,-2.2570411640809183e-22,-2.2570343915752925e-22,-2.2570301325095944e-22,-2.2570273546839915e-22,-2.2570255230399167e-22,51217.554433642414
1999.0,0.19999999999999984,262670.2491940325,2.408015617465876e-10,7.962828745074706e-15,1.0012029121945817e-16,-7.060943356055098e-19,-4.72963196471198e-19,-2.1615786226858893e-19,1.4754234554191225e-19,1.0075661475359549e-20,-8.504900703348857e-21,1.6506826047835846e-18,-7.829356607807306e-22,-7.828448234337744e-22,-7.828244594036056e-22,-7.828164261795968e-22,-7.82812364829805e-22,-7.828099988569089e-22,-7.828085214187552e-22,-7.828075611621436e-22,-7.828069260414844e-22,52534.04983880626
1999.0,0.19999999999999968,269421.92213041114,3.757621781637513e-10,8.065695444175683e-15,-7.720077403963636e-17,-1.0842334452351418e-18,2.7710169985132863e-20,5.848055870332263e-20,4.1326978310608553e-20,-1.1529410246204469e-20,-3.431198885907802e-21,7.622781206107628e-19,9.37777864475986e-22,9.377677378262416e-22,9.377534445683862e-22,9.377453620076368e-22,9.377407246213513e-22,9.37737917874947e-22,9.377361493066748e-22,9.37734995816861e-22,9.377342353023924e-22,53884.38442608224
1999.0,0.199999999999999,276347.1399869989,-2.829719518003985e-10,-2.2106917344191413e-13,8.597873878742454e-16,6.311884282326334e-17,-1.824191218105456e-17,7.515656668764182e-19,1.3269213797634273e-19,-7.299873204994465e-20,-2.1561924210741652e-20,6.449531605718103e-18,-9.216658739423088e-21,-9.216257670839558e-21,-9.216092938292464e-21,-9.216010439900402e-21,-9.215964488210403e-21,-9.215936921232772e-21,-9.215919539292317e-21,-9.215908230034298e-21,-9.215900747819541e-21,55269.427997401675
1999.0,0.1999999999999995,283450.3635603652,-1.6085812309557703e-10,-1.8887675242525442e-13,-1.0503748206209046e-15,4.059313368600969e-17,-8.357734598654813e-19,9.882702686111474e-19,-3.782831304868307e-19,-7.121950108888968e-20,3.992307502187926e-21,-1.5334235124576527e-18,1.375827498456699e-21,1.3757602076727132e-21,1.3757341677205417e-21,1.3757215930128056e-21,1.3757146832260736e-21,1.375710559380161e-21,1.3757079659931978e-21,1.3757062746498762e-21,1.375705158645785e-21,56690.07271207434
1999.0,0.1999999999999994,290736.1683073033,-1.8395534755371037e-10,-1.7485543191510952e-13,1.971408348862799e-16,4.958311174759064e-17,-1.514771814457415e-17,3.7881040842505975e-19,1.9569415032077977e-19,-1.7190440913316857e-20,-1.2047380275049219e-20,6.554282382965732e-18,-7.430850528064278e-21,-7.430585088738327e-21,-7.430457144830786e-21,-7.43039138065479e-21,-7.4303545165488e-21,-7.43033227772901e-21,-7.430318269041561e-21,-7.430309141533535e-21,-7.430303108058564e-21,58147.233661462196
1999.0,0.20000000000000695,298209.2472921379,2.4366160554793277e-09,5.734365509449333e-13,-3.3432055620061815e-15,-2.1924180773801468e-16,1.081801294172891e-17,-1.6041278997051295e-18,2.4800898808491054e-20,-2.479640206038284e-19,-5.442710676223205e-20,-1.1062074983334351e-17,4.9451796885322666e-20,4.945062396981729e-20,4.9449804355821916e-20,4.9449370384428514e-20,4.944912518670582e-20,4.94489774127453e-20,4.944888417502366e-20,4.944882351595618e-20,4.94487833651613e-20,59641.8494584246
1999.0,0.2000000000002962,305874.41420973407,-2.809486483656728e-09,-3.0196340830851316e-12,-3.4781790693656417e-15,2.725630841340919e-16,2.459868809068866e-16,-5.791835755546933e-17,-6.623925480115028e-17,1.342239037473954e-17,7.141641723208593e-18,-9.502939030421932e-16,-6.784351786074971e-19,-6.784859602077821e-19,-6.784793437961987e-19,-6.784740241909156e-19,-6.784707548716651e-19,-6.7846873965039215e-19,-6.784674602435817e-19,-6.784666273786866e-19,-6.784660764300641e-19,61174.882841914594
1999.0,0.2000000000000055,313736.6064855795,9.928701582198519e-10,2.2274814597427148e-13,-2.2411390696218033e-15,-1.6134388389533511e-16,1.5834724590443235e-17,-8.475713336530054e-18,-1.877731039474894e-18,6.99377033856523e-19,1.1952346023709914e-19,-8.504881464032089e-17,-3.24161477766642e-20,-3.241604167194554e-20,-3.241553233644776e-20,-3.241525136829538e-20,-3.241509117402141e-20,-3.2414994395424755e-20,-3.241493326090308e-20,-3.241489347595797e-20,-3.2414867128081954e-20,62747.32129711575
1999.0,0.19999999999999957,321800.8884575879,-1.7270693301399881e-10,-1.9651353007905017e-13,-1.0867698722565843e-15,4.3711310034278574e-17,-5.744230775141865e-19,1.0516997931945458e-18,-4.424203955340673e-19,-9.590858108697257e-20,2.7785161715380747e-22,1.1177271062267716e-17,1.3910471310120214e-21,1.3909973507021204e-21,1.3909717294516937e-21,1.3909591490308539e-21,1.3909521939793185e-21,1.3909480353132722e-21,1.3909454073111909e-21,1.3909437006216129e-21,1.3909425716503446e-21,64360.17769151892
1999.0,0.1999999999999999,330072.45463673736,-2.7110862711912256e-10,-5.000689411724916e-14,8.675932559576065e-17,-5.044097969919109e-18,-2.3339524231252784e-18,1.3209466964406412e-19,-1.699830936083536e-19,1.073827757087958e-21,7.59630453445785e-21,3.319997751140058e-18,1.0378163996316615e-21,1.0377666587339409e-21,1.0377471649935965e-21,1.0377377217663048e-21,1.0377325186108394e-21,1.0377294087211065e-21,1.0377274495833676e-21,1.0377261781768424e-21,1.0377253351555546e-21,66014.49092734883
1999.0,0.1999999999999995,338556.633053795,-2.071346401860301e-10,-6.124342738654879e-14,-4.301690008513118e-16,6.561472435200785e-18,8.93323294097066e-19,3.4461857385552675e-19,-2.208668593445575e-19,-3.279793111718781e-20,1.2908135484587533e-21,8.7304111939045e-18,4.1590521372221307e-22,4.1588803175672555e-22,4.1587999701048027e-22,4.1587617670175043e-22,4.1587408187487116e-22,4.1587283504965456e-22,4.1587204960367516e-22,4.1587153898595465e-22,4.158712017307215e-22,67711.32661076066
1999.0,0.19999999999999976,347258.8886911857,3.1521070589245274e-10,7.727405473874677e-15,2.54196883700847e-17,-1.322185423606454e-18,-2.1383288486911907e-20,2.53051264690389e-19,2.0050353934340202e-19,1.4401173820113996e-20,-6.034895547222804e-21,2.8229261288034227e-20,-1.1064749375528297e-21,-1.1063491577506312e-21,-1.1063272799325511e-21,-1.106317187811452e-21,-1.1063116705183943e-21,-1.1063083675401224e-21,-1.106306283789794e-21,-1.1063049272121708e-21,-1.1063040291881514e-21,69451.77773823704
