t,R,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,Sr
1999.0,0.19999999999999846,158113.8830084226,4.3152048184769246e-10,-1.7644434866413212e-19,-2.111395996908653e-26,-1.3315425511833776e-32,-2.2317089386325555e-37,4.4480927043048233e-41,-1.7903452435897704e-43,-3.851336479630351e-47,4.961062561346453e-50,-2.835901637643856e-47,-2.1553674667254262e-51,-3.0954490381481967e-52,-2.153142978098468e-52,-1.993390585285581e-52,-1.960456619114638e-52,-1.953031262250518e-52,-1.9512828559160673e-52,-1.9508671531062455e-52,-1.950771383198516e-52,31622.776601683792
1999.0,0.2000000000000003,162178.0403617835,1.6576106023629833e-10,4.394255041873701e-14,-5.832107466469905e-16,-5.556169948224836e-17,1.4650609427398088e-17,2.9055982752753012e-19,-5.516097555838953e-19,1.674874916212098e-19,3.354839064520269e-20,1.8089830550696302e-18,-1.7862275148257392e-20,-1.7861959744543388e-20,-1.7861764158444374e-20,-1.7861672118485553e-20,-1.7861629805598462e-20,-1.7861609573100683e-20,-1.786159995303837e-20,-1.786159524506424e-20,-1.7861593014396062e-20,32435.608072358114
1999.0,0.19999999999999926,166346.66276704264,-2.149250768491659e-10,-1.1198266135282175e-13,-5.735762536733044e-16,4.400183651596967e-17,-8.111914336940886e-18,1.6433370943660684e-19,3.481375095791176e-20,-2.5563689816152015e-20,-1.3423234620783265e-20,-2.352001434649489e-19,-2.8808513668958733e-21,-2.880651252455797e-21,-2.8805990720377546e-21,-2.8805809196788022e-21,-2.8805734534081474e-21,-2.8805701207828013e-21,-2.8805685383286556e-21,-2.8805677768987e-21,-2.880567416326154e-21,33269.332553410386
1999.0,0.2000000000000004,170622.43539264824,7.57807548552464e-10,8.401379006640268e-14,-9.889525009743382e-16,-4.9212947106298974e-17,1.1138718598272189e-17,1.256639658285016e-18,-3.035061121178253e-19,6.615113661038548e-20,-1.379932343286502e-22,7.368620971965714e-19,-1.5765481241552328e-20,-1.5765060675311716e-20,-1.576487152356082e-20,-1.57647885044257e-20,-1.576475083892852e-20,-1.576473302735622e-20,-1.576472440513483e-20,-1.576472027981844e-20,-1.576471829404906e-20,34124.487078528895
1999.0,0.19999999999999912,175008.11242653872,-1.9948749454412247e-10,-6.388532657706049e-14,-4.4191208498251375e-16,9.960282085630148e-18,-5.153809601580361e-19,-2.055657566981337e-19,-1.6561865843792327e-19,4.718502746339568e-21,4.004406836372899e-21,-4.727887227780719e-20,-2.7695015242716045e-22,-2.7695365421982347e-22,-2.7695164583811096e-22,-2.7695038639204048e-22,-2.7694974958010646e-22,-2.769494444805693e-22,-2.769492945943395e-22,-2.7694922197894367e-22,-2.769491868485159e-22,35001.62248530942
1999.0,0.1999999999999969,179506.5188503435,-1.5699523856670584e-10,-6.611615002548356e-14,-3.450094201303322e-16,-2.674151700407168e-17,1.1294629946000635e-17,6.527921553289663e-19,-3.273692090795473e-19,1.2906900985473052e-19,-1.4556457402609494e-20,1.5161367508628637e-18,-2.9408005034893733e-20,-2.9407145939316086e-20,-2.940678285076519e-20,-2.9406625516066337e-20,-2.9406554957426066e-20,-2.940652187645316e-20,-2.940650574313881e-20,-2.94064979831548e-20,-2.940649433150145e-20,35901.303770070685
1999.0,0.19999999999999893,184120.55225894193,-2.0961797825042837e-10,-1.8622374990942396e-13,2.3929111804770956e-16,4.502785571807129e-17,-1.6336452132749576e-17,3.1806903069254605e-19,1.5312487140687637e-19,-4.1635306582440954e-20,-2.048805062881833e-20,-2.940223657946099e-19,-1.1233810775144675e-20,-1.1233369687902068e-20,-1.1233215485506372e-20,-1.1233153108567261e-20,-1.1233125800955341e-20,-1.1233113040450424e-20,-1.123310683845122e-20,-1.1233103879137587e-20,-1.12331025540939e-20,36824.11045179003
1999.0,0.20000000000002285,188853.18472699384,2.7126978697929875e-09,7.051644589958698e-13,-1.1061629946335856e-15,-2.1044353230985766e-16,1.3122761230332023e-17,-8.485858434787e-20,4.0408650894778773e-19,-5.027464720042561e-19,5.2275650163068945e-20,-5.916778351620696e-18,1.8216894899107233e-19,1.8216288815906281e-19,1.8216052240554469e-19,1.82159533513449e-19,1.821590922834598e-19,1.821588854019981e-19,1.8215878670487935e-19,1.8215873809604878e-19,1.8215871510634728e-19,37770.63694539364
1999.0,0.19999999999999957,193707.46472319996,2.979291894177051e-10,8.055891284766795e-14,-8.958709397678993e-16,-7.924570680405556e-17,2.1848795849944298e-17,1.3309392940433543e-18,-5.048993597413474e-19,1.9479069113898792e-19,-7.714794713250193e-22,1.520503005562193e-18,-3.3027858816650413e-20,-3.302696214208612e-20,-3.302656144960848e-20,-3.302638667384801e-20,-3.3026307597000305e-20,-3.302627022840238e-20,-3.302625231282456e-20,-3.3026243573840126e-20,-3.3026239420285334e-20,38741.49294464184
1999.0,0.20000000000000612,198686.51907428235,9.855084140119312e-10,1.8232645513840132e-13,-2.7261323069840128e-15,-1.8417494793334554e-16,1.6140863967897154e-17,-2.952611608787608e-18,-2.5793888615336603e-19,4.86633439833869e-19,-2.0743577887396397e-20,6.464654440557733e-18,-3.964394672848557e-20,-3.9642350545670355e-20,-3.9641782709060845e-20,-3.964155850744836e-20,-3.9641459067517757e-20,-3.9641413648988265e-20,-3.964139195150282e-20,-3.9641381545982936e-20,-3.9641376458460984e-20,39737.303814856044
