t,R,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,Sr
1999.0,0.20000000000005694,158113.88300844238,3.0003374111956634e-09,2.85156727962614e-18,-1.5452052538696813e-24,4.158563707409884e-31,-1.5220922900112795e-38,-3.86021211597148e-40,-4.1652048468236544e-44,-1.3904215934638242e-48,1.277783905726673e-51,-1.0114812372909742e-48,-4.0085768018236747e-53,-3.9502192180262337e-54,-2.8470236653890714e-54,-2.671771017018927e-54,-2.638098404354229e-54,-2.6310386350738564e-54,-2.6294950456754327e-54,-2.6291548280318874e-54,-2.629082401108344e-54,31622.776601683792
1999.0,0.19999999999999996,162178.04036178248,2.274136203674282e-10,6.117814522515384e-14,-7.407137385528097e-16,-6.591482890269571e-17,1.7644583739260012e-17,3.5443600160018207e-19,-6.880348216668653e-19,2.0481500270863996e-19,4.252299543193677e-20,2.2115477491272682e-18,-2.2030625127996818e-20,-2.2030243166402544e-20,-2.2030022162716588e-20,-2.2029926241245397e-20,-2.2029884974041677e-20,-2.202986676896725e-20,-2.2029858628804066e-20,-2.202985500438632e-20,-2.202985343080204e-20,32435.608072358114
1999.0,0.1999999999999993,166346.66276704517,-1.7701458060412391e-10,-1.2632166560124273e-13,1.1687028402272616e-16,2.8797904599851195e-17,-1.2512349042405572e-17,-7.265405698035057e-20,5.1258716742230675e-20,-1.958089524643913e-20,-1.1006002332186526e-20,-1.9748797646105548e-19,-3.2511980268297825e-23,-3.2360937599654705e-23,-3.233416612632444e-23,-3.2329370395360985e-23,-3.2328598997274275e-23,-3.232842700447509e-23,-3.232839272095515e-23,-3.232860361976409e-23,-3.232838882496015e-23,33269.332553410386
1999.0,0.20000000000000043,170622.43539264824,7.606542835946286e-10,8.409140091636998e-14,-9.917871942021883e-16,-4.932979221035933e-17,1.1163124631369441e-17,1.2637756791518417e-18,-3.049065923639146e-19,6.637330832453745e-20,-9.831884035651664e-23,7.390607775608136e-19,-1.5841928859137177e-20,-1.584151521940204e-20,-1.5841342017891373e-20,-1.5841271308272154e-20,-1.5841241300923303e-20,-1.5841228135646557e-20,-1.5841222314623972e-20,-1.5841219698398566e-20,-1.5841218583710452e-20,34124.487078528895
1999.0,0.19999999999999918,175008.11242653872,-1.961370845824931e-10,-6.501628521632405e-14,-4.486523063213545e-16,1.01755262471092e-17,-5.299141894334099e-19,-2.0594655854723105e-19,-1.6676003032324917e-19,4.711151861989802e-21,4.0166701230463596e-21,-4.806921569130447e-20,-2.709373622447747e-22,-2.709404782908153e-22,-2.709386594377837e-22,-2.7093760773408014e-22,-2.709371179323687e-22,-2.7093689579203817e-22,-2.70936796267703e-22,-2.7093675149131767e-22,-2.709367327824806e-22,35001.62248530942
1999.0,0.19999999999999687,179506.5188503436,-1.5616758945764056e-10,-6.586147573714676e-14,-3.4560155661270725e-16,-2.6831376285605325e-17,1.1310142346758184e-17,6.535501432288958e-19,-3.275288246053306e-19,1.2909590289994576e-19,-1.456249163492048e-20,1.5164411071588464e-18,-2.9411563234795696e-20,-2.941072124128809e-20,-2.941039026327957e-20,-2.941025761742975e-20,-2.941020185039868e-20,-2.941017744049727e-20,-2.94101664746513e-20,-2.941016173544449e-20,-2.941015953450086e-20,35901.303770070685
1999.0,0.20000000000000784,184120.55225895005,7.868323920701183e-10,1.9516983027658741e-13,-1.8635255390845657e-15,-1.4666240917279923e-16,1.990194377500247e-17,-3.3635774107784262e-18,-6.589834445196871e-19,3.682524398283164e-19,-7.053106077339548e-20,5.065707932072703e-18,-4.559834471944028e-20,-4.5596536520213144e-20,-4.559595694997904e-20,-4.5595740967462735e-20,-4.5595653641815986e-20,-4.5595615787052584e-20,-4.559559782085242e-20,-4.5595591498358113e-20,-4.559558789207207e-20,36824.11045179003
1999.0,0.200000000000023,188853.18472699405,2.7159578563040823e-09,7.059857401729062e-13,-1.1101257086326391e-15,-2.1075341660912607e-16,1.3146909437500448e-17,-8.634270969252851e-20,4.0363046426666896e-19,-5.029375934286562e-19,5.238721393391168e-20,-5.920112454780366e-18,1.8232841343535716e-19,1.8232251510771958e-19,1.8232036331146244e-19,1.8231952017526575e-19,1.8231917095259457e-19,1.8231901932737313e-19,1.8231895192507147e-19,1.823189230180933e-19,1.8231890891978711e-19,37770.63694539364
1999.0,0.19999999999999962,193707.46472320007,2.8959168226261956e-10,7.832592645170071e-14,-8.779215288682201e-16,-7.765689662730887e-17,2.1417315802017233e-17,1.3009629227270366e-18,-4.941786165985032e-19,1.9072029920995226e-19,-7.824968682971301e-22,1.4900636967392924e-18,-3.2276400316108754e-20,-3.227553894785927e-20,-3.2275181885320447e-20,-3.227503648545258e-20,-3.227497541918794e-20,-3.227494859814723e-20,-3.227493664344251e-20,-3.2274931364992623e-20,-3.22749291104693e-20,38741.49294464184
1999.0,0.20000000000000584,198686.51907428243,9.721492239648103e-10,1.7683702920872927e-13,-2.649698726314528e-15,-1.7764564820927498e-16,1.541179370194625e-17,-2.889642286092366e-18,-2.7482173859831995e-19,4.627043194042431e-19,-1.859809199969331e-20,6.073107880329048e-18,-3.728622981146662e-20,-3.728476772161897e-20,-3.7284283600447586e-20,-3.7284103852893e-20,-3.728403091469241e-20,-3.7283999609432364e-20,-3.7283985539285877e-20,-3.728397961155443e-20,-3.728397676996328e-20,39737.303814856044
1999.0,0.200000000000002,203793.554978705,7.879941719392503e-10,1.0395872734238561e-13,-1.2020375612397605e-15,-6.148957190585724e-17,7.043658882827828e-18,-1.1886358529964147e-18,-2.2680312586074854e-19,2.404736448813903e-19,3.455939785085691e-21,2.4892947431790027e-18,-2.2435049827710173e-20,-2.2434312619725335e-20,-2.2434038035596417e-20,-2.2433932995116972e-20,-2.2433889412276145e-20,-2.243387064557973e-20,-2.2433862441907484e-20,-2.2433858686227104e-20,-2.243385690914434e-20,40758.7109957404
1999.0,0.200000000000001,209031.86207278402,-2.732812862878124e-11,-1.3661978654187031e-14,-2.1102379903548283e-16,-1.4296184368482702e-17,4.2031375420432284e-18,2.1635648734371542e-19,-9.032873107794713e-20,3.840892507229767e-20,8.0041216248519665e-22,8.555540926033036e-20,-5.2218446254858605e-21,-5.221705720102819e-21,-5.221647618251923e-21,-5.2216239274105595e-21,-5.221614047817182e-21,-5.221609696427898e-21,-5.2216077852890596e-21,-5.221606909357822e-21,-5.221606536591775e-21,41806.37241455762
