t,R,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,Sr
1999.0,0.1999999999999967,158113.88300842707,6.829341262414273e-10,1.0367846477457982e-18,-3.577013149626313e-26,-4.3510678473138234e-36,5.182523658093349e-41,2.447904048100855e-43,7.199158791495796e-46,-3.466730506688956e-48,-1.987075297275858e-50,-3.2581052518494587e-48,-1.1045790517452205e-51,-1.0330099284845127e-52,-6.498645208556206e-53,-5.733829425125214e-53,-5.544921132336334e-53,-5.493484998781552e-53,-5.47878332250174e-53,-5.474515791554031e-53,-5.473302960952679e-53,31622.776601683792
1999.0,0.19999999999999987,162178.04036178233,2.3662912368125084e-10,6.371502150817846e-14,-7.648485937401109e-16,-6.729225889737585e-17,1.8078192230596964e-17,3.5172423052638166e-19,-7.136266295485963e-19,2.0959668952719708e-19,4.3934517707833413e-20,2.263133113933501e-18,-2.263700418812217e-20,-2.2636646885912652e-20,-2.2636350379788618e-20,-2.2636183089797498e-20,-2.2636088222639493e-20,-2.263603412043733e-20,-2.263600092753439e-20,-2.263598116255367e-20,-2.2635969095178364e-20,32435.608072358114
1999.0,0.19999999999999918,166346.6627670452,-1.688927517652588e-10,-1.3335646519288974e-13,1.2563697642817327e-16,2.5607818993085904e-17,-1.2462552727775716e-17,-6.623788211845869e-21,5.0230815076975724e-20,-1.9849637023795988e-20,-1.0682413446176977e-20,-2.030832534785362e-19,1.0652725048446152e-22,1.0670760657074372e-22,1.0674600089359265e-22,1.0675496203682995e-22,1.067577084856092e-22,1.067579257278679e-22,1.0675788299259106e-22,1.0675782909575632e-22,1.0675776959657127e-22,33269.332553410386
1999.0,0.2000000000000004,170622.43539264819,7.593505238277583e-10,8.400074094089665e-14,-9.902489448398177e-16,-4.926192630652961e-17,1.1150213074977136e-17,1.2601930028353966e-18,-3.042235832919753e-19,6.628045727773694e-20,-1.1819142364103128e-22,7.381871493871259e-19,-1.5807794448531565e-20,-1.5807372732190518e-20,-1.5807142183820147e-20,-1.5807020516759922e-20,-1.5806953775479866e-20,-1.5806915500385564e-20,-1.5806892745372305e-20,-1.5806878945815352e-20,-1.5806870533753286e-20,34124.487078528895
1999.0,0.19999999999999907,175008.11242653872,-2.1241730748709037e-10,-5.976039893807294e-14,-4.1576471136842076e-16,9.166950428454115e-18,-4.744266750283241e-19,-2.0163702120244026e-19,-1.602308487687142e-19,4.839231802082293e-21,3.952803341777684e-21,-4.263527650815724e-20,-3.0015539240748745e-22,-3.001601067312167e-22,-3.001576357293149e-22,-3.0015567737780994e-22,-3.001544738821847e-22,-3.0015375969571415e-22,-3.0015332944696257e-22,-3.0015306757886245e-22,-3.001529073645049e-22,35001.62248530942
1999.0,0.19999999999999687,179506.5188503435,-1.625974654685322e-10,-6.780232349241794e-14,-3.404093322346924e-16,-2.6179013979200245e-17,1.1196461829609133e-17,6.490539317735011e-19,-3.2627115991199846e-19,1.288101417182285e-19,-1.4498870550897134e-20,1.5129589966277794e-18,-2.936658082895112e-20,-2.936571138362473e-20,-2.9365268396202997e-20,-2.936503886655334e-20,-2.9364914138268853e-20,-2.936484290105529e-20,-2.936480066577425e-20,-2.9364775021789795e-20,-2.936475935693617e-20,35901.303770070685
1999.0,0.20000000000000429,184120.55225896355,1.1520850432183405e-09,2.849602442612663e-13,-5.047850563639158e-16,-7.333725851263873e-17,4.5482047871501815e-18,-5.005267261923554e-20,8.492398717160538e-20,-1.2086893189025178e-19,2.855749650945913e-20,-1.6105861935946483e-18,4.357129184177077e-20,4.356964478491163e-20,4.3568922764827273e-20,4.3568571274544395e-20,4.3568383218921353e-20,4.356827710855714e-20,4.356821431195454e-20,4.356817626721674e-20,4.356815288469655e-20,36824.11045179003
1999.0,0.20000000000002308,188853.18472699416,2.7261787244690776e-09,7.084790721506563e-13,-1.121431986250594e-15,-2.117099601797747e-16,1.3219861279127534e-17,-9.112162712464758e-20,4.026582240669192e-19,-5.033113407714985e-19,5.2680555158023024e-20,-5.926422436553323e-18,1.8273371329157825e-19,1.827274431353851e-19,1.8272452622592137e-19,1.827230598954769e-19,1.8272228005450822e-19,1.8272184019366048e-19,1.8272157279660522e-19,1.8272141314170024e-19,1.8272131571426879e-19,37770.63694539364
1999.0,0.1999999999999994,193707.4647231993,3.4360003357099135e-10,9.275346375101416e-14,-9.936314069000366e-16,-8.802117267938142e-17,2.4206581888479083e-17,1.496890503377589e-18,-5.64589089633858e-19,2.1677677351091078e-19,-5.339371525263678e-22,1.6789588148226088e-18,-3.695171932674703e-20,-3.6950717348441656e-20,-3.6950171873073636e-20,-3.6949886395873364e-20,-3.694972992528121e-20,-3.694964041445406e-20,-3.69495872081925e-20,-3.694955499136337e-20,-3.694953528875697e-20,38741.49294464184
1999.0,0.20000000000000578,198686.5190742824,9.691933138870905e-10,1.6045318136571782e-13,-1.868844802518992e-15,-1.1089008137074427e-16,1.3632120904090195e-17,-2.4721361380823626e-18,-5.313465315032109e-19,4.1637174954639408e-19,-1.729837046495368e-20,4.674376861977066e-18,-4.418751084085553e-20,-4.4185828122044205e-20,-4.418506831312821e-20,-4.4184703609208264e-20,-4.4184508225220855e-20,-4.418439977258352e-20,-4.418433577311654e-20,-4.418429705551823e-20,-4.418427353650828e-20,39737.303814856044
