,genus,phyla,num_isolates,bp,NumContigs,mT1,rT1,sT1,rmT1,mT2,rT2,rmT2,mT3,rT3,rmT3,T4,T2G,pr,prm,rmT?,pT2G,T2G_posthoc,rmTotal,bp_std,NumContigs_std,mT1_std,rT1_std,sT1_std,rmT1_std,mT2_std,rT2_std,rmT2_std,mT3_std,rT3_std,rmT3_std,T4_std,T2G_std,pr_std,prm_std,rmT?_std,pT2G_std,T2G_posthoc_std,rmTotal_std
730,Pseudanabaena,Cyanobacteria,6,5458579.0,266.0,2.0,3.6666666666666665,2.0,0.16666666666666666,7.5,4.0,2.0,0.0,1.1666666666666667,0.0,1.1666666666666667,0.5,0.0,0.0,0.0,1.5,1.3333333333333333,5.166666666666667,303811.4124775434,304.03947112176076,1.2649110640673518,1.8618986725025255,1.2649110640673518,0.408248290463863,2.073644135332772,1.5491933384829668,0.6324555320336759,0.0,1.1690451944500122,0.0,0.983192080250175,0.5477225575051661,0.0,0.0,0.0,1.760681686165901,1.505545305418162,1.4719601443879746
731,Convivina,Firmicutes,1,1600079.0,22.0,2.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,Tepidicaulis,Proteobacteria,2,3432805.5,27.0,1.0,0.5,0.5,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60712.895339458155,26.870057685088806,0.0,0.7071067811865476,0.7071067811865476,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,Paludisphaera,Planctomycetes,1,7651896.0,3.0,1.0,1.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Tetragenococcus,Firmicutes,23,2433728.565217391,173.69565217391303,0.6086956521739131,0.5217391304347826,1.1304347826086956,0.043478260869565216,1.9130434782608696,0.43478260869565216,0.13043478260869565,0.08695652173913043,0.34782608695652173,0.043478260869565216,0.34782608695652173,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.6521739130434783,176150.56271110443,135.08631408460454,0.7223151185146153,0.5931093121225481,1.3247417527437002,0.20851441405707477,1.164358718478306,0.5068698018697019,0.34435022157509093,0.2881040655200304,0.7140598174697278,0.20851441405707477,0.48698475355767396,0.2085144140570748,0.0,0.0,0.0,0.2085144140570748,0.2085144140570748,0.714059817469728
735,Kangiella,Proteobacteria,6,2667277.8333333335,24.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,2.0,0.6666666666666666,0.5,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,1.3333333333333333,153915.9474874734,56.58886816327042,0.5163977794943223,0.5163977794943223,0.408248290463863,0.408248290463863,0.8944271909999159,0.5163977794943223,0.5477225575051661,0.408248290463863,0.5477225575051661,0.408248290463863,0.5163977794943223,0.0,0.0,0.0,0.0,0.408248290463863,0.408248290463863,1.0327955589886444
736,Plasticicumulans,Proteobacteria,1,4296265.0,28.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Sporolactobacillus,Firmicutes,8,3286572.75,82.125,1.25,1.375,1.75,0.0,2.875,0.5,0.375,0.125,1.0,0.125,0.375,0.125,0.0,0.0,0.0,0.5,0.5,1.5,377882.97559382435,69.5648464178773,0.8864052604279183,0.7440238091428449,1.7525491637693282,0.0,1.7268882005337975,0.7559289460184544,0.5175491695067657,0.3535533905932738,0.9258200997725514,0.3535533905932738,0.7440238091428449,0.3535533905932738,0.0,0.0,0.0,0.5345224838248488,0.5345224838248488,1.0690449676496976
738,Moellerella,Proteobacteria,2,3413035.0,102.5,1.0,1.0,1.0,0.5,5.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,155378.2298843696,7.7781745930520225,0.0,0.0,0.0,0.7071067811865476,2.8284271247461903,0.7071067811865476,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,Hyalangium,Proteobacteria,1,11186183.0,44.0,4.0,1.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,Nitrosopumilus,Thaumarchaeota,7,1900110.857142857,40.857142857142854,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.0,4.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,693476.5099911288,60.5789528120908,1.1338934190276817,0.7559289460184546,1.5118578920369092,0.0,1.632993161855452,0.48795003647426666,0.0,0.0,0.5345224838248488,0.0,0.4879500364742666,0.0,0.0,0.0,0.0,0.37796447300922725,0.37796447300922725,0.37796447300922725
741,Denitrobacterium,Actinobacteria,2,2426947.5,19.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27297.857287706665,26.16295090390226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,Ancylobacter,Proteobacteria,2,4929818.0,10.5,0.5,1.0,0.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,600664.5832009742,10.606601717798213,0.7071067811865476,1.4142135623730951,0.7071067811865476,0.0,2.1213203435596424,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0
743,Acidibacillus,Firmicutes,5,3053086.2,103.4,2.4,2.2,1.8,0.0,5.0,1.2,0.8,1.0,1.4,1.0,1.0,0.2,0.0,0.0,0.0,0.2,0.2,3.2,133320.38393546577,45.54997255762071,1.140175425099138,1.6431676725154984,2.9495762407505253,0.0,2.345207879911715,0.8366600265340756,0.4472135954999579,1.224744871391589,0.8944271909999159,1.224744871391589,1.0,0.44721359549995804,0.0,0.0,0.0,0.447213595499958,0.447213595499958,0.4472135954999579
744,Longispora,Actinobacteria,1,6821241.0,27.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,Eoetvoesia,Proteobacteria,1,4752396.0,50.0,1.0,1.0,0.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,Yonghaparkia,Actinobacteria,2,2611948.5,2.0,0.5,0.5,0.5,0.5,2.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28842.178497818088,0.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.4142135623730951,0.7071067811865476,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951
747,Geobacillus,Firmicutes,80,3392374.3875,119.3875,1.6125,1.7,1.7125,0.5625,3.8625,0.8375,0.325,0.3375,0.4875,0.325,0.825,0.05,0.0,0.0,0.0,0.1625,0.15,2.2375,315830.39992273436,118.52740897031025,1.2169036241131617,1.1517735361089925,1.3042651551493307,0.5475780968518543,0.9378638534429914,0.8633721054128765,0.5459865069969997,0.5017374874664178,0.5952076544356046,0.4713299255661337,0.6319549735602965,0.21932000780317504,0.0,0.0,0.0,0.43410755244364047,0.3929763093964261,1.2038309103688498
748,Aminobacter,Proteobacteria,7,5705874.571428572,34.57142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,3.857142857142857,1.1428571428571428,0.2857142857142857,0.14285714285714285,1.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,1.5714285714285714,837773.2583053836,42.7038528427945,0.37796447300922725,0.48795003647426666,0.37796447300922725,0.0,1.5735915849388864,0.8997354108424372,0.7559289460184545,0.37796447300922725,0.816496580927726,0.37796447300922725,0.5345224838248487,0.3779644730092273,0.0,0.0,0.0,0.7867957924694431,0.7867957924694431,1.511857892036909
749,Miniphocibacter,Firmicutes,1,2077648.0,13.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,Rheinheimera,Proteobacteria,10,4235075.888888889,46.77777777777778,1.4,1.3,1.6,0.1,3.6,1.0,0.2,0.1,0.4,0.1,1.5,0.0,0.0,0.0,0.1,0.1,0.1,2.1,467225.96658668394,41.28189002994466,1.429840705968481,1.0593499054713802,1.1737877907772674,0.31622776601683794,0.9660917830792959,0.816496580927726,0.42163702135578396,0.31622776601683794,0.5163977794943223,0.31622776601683794,0.97182531580755,0.0,0.0,0.0,0.31622776601683794,0.31622776601683794,0.31622776601683794,0.7378647873726218
751,Andreprevotia,Proteobacteria,2,4887604.0,72.0,1.5,1.0,1.5,0.0,2.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,369678.2536314518,15.556349186104045,0.7071067811865476,0.0,0.7071067811865476,0.0,1.4142135623730951,1.4142135623730951,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476
752,Dubosiella,Firmicutes,1,2254642.0,148.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,Methanocaldococcus,Euryarchaeota,8,1521818.375,11.875,1.0,1.0,1.125,0.125,6.875,2.0,1.125,0.125,0.5,0.125,1.625,0.125,0.0,0.0,0.0,1.125,0.875,4.0,234961.94202827066,27.940945377195607,1.0690449676496976,1.0690449676496976,1.3562026818605375,0.3535533905932738,2.6423744732991303,2.138089935299395,2.03100960115899,0.3535533905932738,0.7559289460184544,0.3535533905932738,0.5175491695067657,0.3535533905932738,0.0,0.0,0.0,0.6408699444616557,0.3535533905932738,2.449489742783178
754,Candidatus Tachikawaea,Proteobacteria,1,708439.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,Flavimaricola,Proteobacteria,1,4792571.0,56.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,Nitratireductor,Proteobacteria,12,4517815.75,51.166666666666664,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.16666666666666666,4.25,1.0,0.3333333333333333,0.08333333333333333,0.6666666666666666,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.0,0.0,0.0,0.25,0.25,1.3333333333333333,557293.8888965832,57.92759325749742,0.6685579234215214,0.6685579234215214,1.164500152881315,0.38924947208076155,2.137330535547045,1.1281521496355325,0.6513389472789296,0.28867513459481287,0.8876253645985945,0.28867513459481287,0.5149286505444373,0.28867513459481287,0.0,0.0,0.0,0.45226701686664544,0.45226701686664544,1.1547005383792517
757,Loktanella,Proteobacteria,12,3739290.5,39.166666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,4.416666666666667,1.0,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.6666666666666666,256126.55894285755,19.636854651548973,0.7784989441615231,0.7784989441615231,0.6513389472789296,0.38924947208076144,3.0587678248047214,0.7385489458759964,0.6513389472789296,0.38924947208076144,0.28867513459481287,0.28867513459481287,0.2886751345948128,0.0,0.0,0.0,0.0,0.28867513459481287,0.0,0.6513389472789296
758,Senegalimassilia,Actinobacteria,2,2364066.5,32.0,1.0,1.0,1.0,0.0,2.0,1.5,1.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,48020.32861715963,2.8284271247461903,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,2.1213203435596424,2.1213203435596424,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1213203435596424
759,Sporanaerobacter,Firmicutes,2,3104410.0,43.5,0.5,0.5,0.5,0.0,9.0,4.0,2.5,0.5,0.5,0.5,2.0,0.0,0.0,0.0,0.0,1.0,0.5,5.5,271000.0881033067,13.435028842544403,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,1.4142135623730951,1.4142135623730951,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,2.1213203435596424
760,Anaerocolumna,Firmicutes,4,5313927.75,72.0,0.75,0.75,0.5,0.0,4.0,1.0,0.75,0.25,0.5,0.25,1.25,0.0,0.0,0.0,0.0,1.0,0.5,2.75,952255.5595935981,36.71511950137164,0.9574271077563381,0.9574271077563381,0.5773502691896257,0.0,2.943920288775949,0.816496580927726,0.9574271077563381,0.5,0.5773502691896257,0.5,1.2583057392117916,0.0,0.0,0.0,0.0,1.4142135623730951,0.5773502691896257,2.217355782608345
761,Rickettsiella,Proteobacteria,3,1466619.0,168.33333333333334,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129838.33769730726,261.71039974241245,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,Anaeroglobus,Firmicutes,1,1798854.0,57.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,Abditibacterium,Abditibacteriota,1,3606331.0,58.0,1.0,0.0,1.0,0.0,5.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,Salinicola,Proteobacteria,19,4178696.4210526315,52.10526315789474,0.42105263157894735,0.8947368421052632,0.631578947368421,0.05263157894736842,1.631578947368421,0.5789473684210527,0.15789473684210525,0.10526315789473684,0.21052631578947367,0.10526315789473684,0.3157894736842105,0.0,0.0,0.0,0.0,0.2631578947368421,0.21052631578947367,0.8421052631578947,250242.4297317205,49.9754325609006,0.5072572735017882,0.8752610304046613,0.8306975860878394,0.22941573387056177,1.2565617248750864,0.8377078165833909,0.37463432463267754,0.3153017676423058,0.41885390829169555,0.3153017676423058,0.47756693294091923,0.0,0.0,0.0,0.0,0.5619514869490164,0.5353033790313108,1.1672930649220894
765,Acidovorax,Proteobacteria,89,5177532.784090909,84.13636363636364,1.5168539325842696,1.5842696629213484,1.404494382022472,0.4157303370786517,2.258426966292135,1.1573033707865168,0.2247191011235955,0.5393258426966292,0.7752808988764045,0.5393258426966292,1.9662921348314606,0.12359550561797752,0.0,0.0,0.02247191011235955,0.5730337078651685,0.5056179775280899,3.797752808988764,853522.8743309665,151.7301886795763,1.280202039723717,1.2951745123205052,1.2497190695548295,0.6538172660343697,2.1612711426361644,1.6712738500677644,0.446012866425807,0.9177068725816854,1.1555479710427432,0.9177068725816854,0.9468781024821319,0.3309842319473132,0.0,0.0,0.14905216367918434,0.7961218563853808,0.7705310374495862,2.0953399338060272
766,Petroclostridium,Firmicutes,1,3863184.0,41.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,Vespertiliibacter,Proteobacteria,1,1773144.0,11.0,1.0,2.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,Mahella,Firmicutes,1,0.0,0.0,2.0,2.0,3.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,Thiobacillus,Proteobacteria,4,3253731.75,35.75,1.0,1.25,1.0,0.25,1.75,0.75,0.25,1.25,2.0,1.25,1.0,0.0,0.0,0.0,0.25,3.0,2.5,5.5,288382.1404437464,36.754818278243015,0.0,0.5,0.816496580927726,0.5,1.5,0.9574271077563381,0.5,0.9574271077563381,1.4142135623730951,0.9574271077563381,0.816496580927726,0.0,0.0,0.0,0.5,1.8257418583505538,1.2909944487358056,1.0
770,Epulopiscium,Firmicutes,1,2686047.0,92.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,Olsenella,Actinobacteria,39,2269334.5384615385,21.205128205128204,0.8717948717948718,0.8461538461538461,1.2307692307692308,0.1794871794871795,2.076923076923077,2.0,1.1025641025641026,0.38461538461538464,0.5897435897435898,0.38461538461538464,0.20512820512820512,0.1282051282051282,0.0,0.0,0.0,0.1794871794871795,0.1282051282051282,2.128205128205128,259003.8204971061,16.43036259839416,0.8328608647145146,0.8441271274443497,1.4949307053389402,0.45141851696943935,1.2852322211756826,1.3764944032233706,0.9677666039547419,0.6330953455832621,0.7853242279784396,0.6330953455832621,0.46901280307332105,0.3386884284293705,0.0,0.0,0.0,0.5559153131166876,0.4090738692453055,1.3014058628932823
772,Halodesulfovibrio,Proteobacteria,4,3568190.5,26.75,0.5,0.75,0.5,0.0,0.5,1.25,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,1.0,129953.50198821115,21.792582836062977,1.0,0.9574271077563381,0.5773502691896257,0.0,0.5773502691896257,0.9574271077563381,0.5,0.0,0.5773502691896257,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.4142135623730951
773,Dermacoccus,Actinobacteria,8,3075056.5,63.875,2.5,2.5,1.75,0.5,1.625,1.0,0.0,0.375,1.5,0.375,1.0,0.625,0.0,0.0,0.0,0.0,0.0,2.5,120579.97346989259,57.71218613578443,1.0690449676496976,1.0690449676496976,1.0350983390135313,1.4142135623730951,1.0606601717798212,1.1952286093343936,0.0,0.5175491695067657,0.5345224838248488,0.5175491695067657,0.7559289460184544,0.5175491695067657,0.0,0.0,0.0,0.0,0.0,1.8516401995451028
774,Desulfosoma,Proteobacteria,1,3423351.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,Hydrotalea,Bacteroidetes,6,1815777.8333333333,97.33333333333333,1.8333333333333333,3.5,2.0,0.3333333333333333,3.0,1.1666666666666667,1.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.8333333333333333,805996.5662940299,37.04951641609735,1.8348478592697182,2.7386127875258306,2.0976176963403033,0.5163977794943223,1.5491933384829668,1.1690451944500122,0.8944271909999159,0.408248290463863,0.408248290463863,0.0,0.408248290463863,0.0,0.0,0.0,0.408248290463863,0.5163977794943223,0.408248290463863,1.1690451944500122
776,Rivicola,Proteobacteria,1,3709303.0,52.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,Simplicispira,Proteobacteria,7,3839304.0,33.285714285714285,1.8571428571428572,1.7142857142857142,1.5714285714285714,0.5714285714285714,1.7142857142857142,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.5714285714285714,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,3.2857142857142856,194685.44452269666,41.91544777173163,0.8997354108424372,0.7559289460184545,0.7867957924694431,0.7867957924694431,1.2535663410560174,1.0690449676496976,0.37796447300922725,0.7867957924694431,0.7867957924694431,0.7867957924694431,0.5345224838248488,0.0,0.0,0.0,0.0,0.9759000729485331,0.9759000729485331,1.1126972805283737
778,Phormidium,Cyanobacteria,4,5662994.75,102.25,0.5,1.5,0.5,0.0,9.5,6.0,2.75,0.5,0.75,0.5,1.0,0.0,0.0,0.0,0.0,1.75,1.25,5.5,1280635.4424166088,52.512696877358465,0.5773502691896257,1.0,0.5773502691896257,0.0,5.802298395176403,3.559026084010437,2.217355782608345,0.5773502691896257,0.5,0.5773502691896257,0.816496580927726,0.0,0.0,0.0,0.0,1.5,1.2583057392117916,1.9148542155126762
779,Mastigocoleus,Cyanobacteria,1,12700239.0,172.0,2.0,2.0,2.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,Desulfocucumis,Firmicutes,1,3701809.0,184.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,Alkalispirochaeta,Spirochaetes,4,3462123.0,135.0,1.0,1.25,1.5,0.75,1.5,0.5,0.5,0.0,1.0,0.0,1.75,0.0,0.0,0.0,0.0,0.25,0.25,3.25,243783.2586007497,97.6933979345585,0.816496580927726,0.9574271077563381,1.2909944487358056,0.9574271077563381,1.0,1.0,1.0,0.0,0.816496580927726,0.0,1.2583057392117916,0.0,0.0,0.0,0.0,0.5,0.5,2.217355782608345
782,Polycyclovorans,Proteobacteria,1,3653213.0,1.0,3.0,5.0,5.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,Galbibacter,Bacteroidetes,1,3572447.0,80.0,0.0,2.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,Massilia,Proteobacteria,36,6421051.583333333,75.66666666666667,0.6111111111111112,0.6111111111111112,0.3888888888888889,0.0,2.861111111111111,0.8611111111111112,0.2222222222222222,0.0,0.1111111111111111,0.0,0.6944444444444444,0.1388888888888889,0.0,0.0,0.0,0.08333333333333333,0.05555555555555555,1.1111111111111112,806669.0394843433,115.58769089186913,0.6448821720849599,0.837608083525524,0.6448821720849598,0.0,1.6587909155729368,0.9607371508460952,0.48468611999998,0.0,0.3187276291558383,0.0,1.0090857090723109,0.3507361872061009,0.0,0.0,0.0,0.280305955290694,0.2323106841457232,1.2136786531103996
785,Spirillospora,Actinobacteria,1,6032404.0,92.0,2.0,2.0,2.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,Neochlamydia,Chlamydiae,3,2754691.3333333335,569.3333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374536.0825799476,672.9051443801967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,Ketogulonicigenium,Proteobacteria,6,3103476.6666666665,3.0,1.1666666666666667,2.3333333333333335,1.3333333333333333,0.0,4.5,0.0,0.0,0.16666666666666666,1.0,0.16666666666666666,1.5,0.0,0.0,0.0,1.0,0.0,0.0,2.6666666666666665,226327.24521070518,1.6733200530681511,0.752772652709081,0.816496580927726,0.816496580927726,0.0,1.760681686165901,0.0,0.0,0.408248290463863,0.0,0.408248290463863,0.8366600265340756,0.0,0.0,0.0,0.6324555320336759,0.0,0.0,0.816496580927726
788,Pontimonas,Actinobacteria,1,1760810.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
